LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0100100000000	01	001	Autauga County, AL	1998	NA	21628	20947	681	3.1
CN0100300000000	01	003	Baldwin County, AL	1998	NA	69285	67354	1931	2.8
CN0100500000000	01	005	Barbour County, AL	1998	NA	12826	12201	625	4.9
CN0100700000000	01	007	Bibb County, AL	1998	NA	7755	7211	544	7
CN0100900000000	01	009	Blount County, AL	1998	NA	23611	22839	772	3.3
CN0101100000000	01	011	Bullock County, AL	1998	NA	4552	4076	476	10.5
CN0101300000000	01	013	Butler County, AL	1998	NA	10020	8921	1099	11
CN0101500000000	01	015	Calhoun County, AL	1998	NA	54358	51803	2555	4.7
CN0101700000000	01	017	Chambers County, AL	1998	NA	16870	16162	708	4.2
CN0101900000000	01	019	Cherokee County, AL	1998	NA	10282	9839	443	4.3
CN0102100000000	01	021	Chilton County, AL	1998	NA	18010	17200	810	4.5
CN0102300000000	01	023	Choctaw County, AL	1998	NA	5577	4955	622	11.2
CN0102500000000	01	025	Clarke County, AL	1998	NA	13723	12512	1211	8.8
CN0102700000000	01	027	Clay County, AL	1998	NA	6668	6426	242	3.6
CN0102900000000	01	029	Cleburne County, AL	1998	NA	7257	6988	269	3.7
CN0103100000000	01	031	Coffee County, AL	1998	NA	21841	20958	883	4
CN0103300000000	01	033	Colbert County, AL	1998	NA	26136	24056	2080	8
CN0103500000000	01	035	Conecuh County, AL	1998	NA	6454	5887	567	8.8
CN0103700000000	01	037	Coosa County, AL	1998	NA	5318	5090	228	4.3
CN0103900000000	01	039	Covington County, AL	1998	NA	17243	16098	1145	6.6
CN0104100000000	01	041	Crenshaw County, AL	1998	NA	5605	5144	461	8.2
CN0104300000000	01	043	Cullman County, AL	1998	NA	38708	37325	1383	3.6
CN0104500000000	01	045	Dale County, AL	1998	NA	20874	20010	864	4.1
CN0104700000000	01	047	Dallas County, AL	1998	NA	19897	17883	2014	10.1
CN0104900000000	01	049	DeKalb County, AL	1998	NA	32099	30715	1384	4.3
CN0105100000000	01	051	Elmore County, AL	1998	NA	29450	28581	869	3
CN0105300000000	01	053	Escambia County, AL	1998	NA	16422	15418	1004	6.1
CN0105500000000	01	055	Etowah County, AL	1998	NA	49893	47367	2526	5.1
CN0105700000000	01	057	Fayette County, AL	1998	NA	8273	7670	603	7.3
CN0105900000000	01	059	Franklin County, AL	1998	NA	17047	15765	1282	7.5
CN0106100000000	01	061	Geneva County, AL	1998	NA	11334	10630	704	6.2
CN0106300000000	01	063	Greene County, AL	1998	NA	3255	2815	440	13.5
CN0106500000000	01	065	Hale County, AL	1998	NA	7368	6811	557	7.6
CN0106700000000	01	067	Henry County, AL	1998	NA	6412	6087	325	5.1
CN0106900000000	01	069	Houston County, AL	1998	NA	44396	42895	1501	3.4
CN0107100000000	01	071	Jackson County, AL	1998	NA	25246	23687	1559	6.2
CN0107300000000	01	073	Jefferson County, AL	1998	NA	334528	323690	10838	3.2
CN0107500000000	01	075	Lamar County, AL	1998	NA	7479	6870	609	8.1
CN0107700000000	01	077	Lauderdale County, AL	1998	NA	41893	39004	2889	6.9
CN0107900000000	01	079	Lawrence County, AL	1998	NA	16302	15402	900	5.5
CN0108100000000	01	081	Lee County, AL	1998	NA	48731	46987	1744	3.6
CN0108300000000	01	083	Limestone County, AL	1998	NA	28911	27730	1181	4.1
CN0108500000000	01	085	Lowndes County, AL	1998	NA	4064	3613	451	11.1
CN0108700000000	01	087	Macon County, AL	1998	NA	7986	7347	639	8
CN0108900000000	01	089	Madison County, AL	1998	NA	141840	137842	3998	2.8
CN0109100000000	01	091	Marengo County, AL	1998	NA	11072	10251	821	7.4
CN0109300000000	01	093	Marion County, AL	1998	NA	16433	15283	1150	7
CN0109500000000	01	095	Marshall County, AL	1998	NA	40162	37688	2474	6.2
CN0109700000000	01	097	Mobile County, AL	1998	NA	198026	189259	8767	4.4
CN0109900000000	01	099	Monroe County, AL	1998	NA	9526	8439	1087	11.4
CN0110100000000	01	101	Montgomery County, AL	1998	NA	109888	106015	3873	3.5
CN0110300000000	01	103	Morgan County, AL	1998	NA	56054	53823	2231	4
CN0110500000000	01	105	Perry County, AL	1998	NA	4443	4055	388	8.7
CN0110700000000	01	107	Pickens County, AL	1998	NA	8699	8002	697	8
CN0110900000000	01	109	Pike County, AL	1998	NA	13209	12530	679	5.1
CN0111100000000	01	111	Randolph County, AL	1998	NA	9659	9159	500	5.2
CN0111300000000	01	113	Russell County, AL	1998	NA	25404	24395	1009	4
CN0111500000000	01	115	St. Clair County, AL	1998	NA	30519	29632	887	2.9
CN0111700000000	01	117	Shelby County, AL	1998	NA	79741	78506	1235	1.5
CN0111900000000	01	119	Sumter County, AL	1998	NA	5650	5105	545	9.6
CN0112100000000	01	121	Talladega County, AL	1998	NA	34848	32945	1903	5.5
CN0112300000000	01	123	Tallapoosa County, AL	1998	NA	20305	19398	907	4.5
CN0112500000000	01	125	Tuscaloosa County, AL	1998	NA	83083	80725	2358	2.8
CN0112700000000	01	127	Walker County, AL	1998	NA	29375	27647	1728	5.9
CN0112900000000	01	129	Washington County, AL	1998	NA	6226	5427	799	12.8
CN0113100000000	01	131	Wilcox County, AL	1998	NA	3769	3265	504	13.4
CN0113300000000	01	133	Winston County, AL	1998	NA	12661	11934	727	5.7
CN0201300000000	02	013	Aleutians East Borough, AK	1998	NA	1571	1520	51	3.2
CN0201600000000	02	016	Aleutians West Census Area, AK	1998	NA	2037	1895	142	7
CN0202000000000	02	020	Anchorage Borough/municipality, AK	1998	NA	140781	134456	6325	4.5
CN0205000000000	02	050	Bethel Census Area, AK	1998	NA	6177	5671	506	8.2
CN0206000000000	02	060	Bristol Bay Borough, AK	1998	NA	508	464	44	8.7
CN0206800000000	02	068	Denali Borough, AK	1998	NA	1181	1078	103	8.7
CN0207000000000	02	070	Dillingham Census Area, AK	1998	NA	1762	1637	125	7.1
CN0209000000000	02	090	Fairbanks North Star Borough, AK	1998	NA	43457	40792	2665	6.1
CN0210000000000	02	100	Haines Borough, AK	1998	NA	1232	1107	125	10.1
CN0211000000000	02	110	Juneau Borough/city, AK	1998	NA	16950	15987	963	5.7
CN0212200000000	02	122	Kenai Peninsula Borough, AK	1998	NA	21668	19366	2302	10.6
CN0213000000000	02	130	Ketchikan Gateway Borough, AK	1998	NA	7579	6999	580	7.7
CN0215000000000	02	150	Kodiak Island Borough, AK	1998	NA	6966	6413	553	7.9
CN0215800000000	02	158	Kusilvak Census Area, AK	1998	NA	2141	1838	303	14.2
CN0216400000000	02	164	Lake and Peninsula Borough, AK	1998	NA	606	557	49	8.1
CN0217000000000	02	170	Matanuska-Susitna Borough, AK	1998	NA	28936	26748	2188	7.6
CN0218000000000	02	180	Nome Census Area, AK	1998	NA	3413	3075	338	9.9
CN0218500000000	02	185	North Slope Borough, AK	1998	NA	3293	3103	190	5.8
CN0218800000000	02	188	Northwest Arctic Borough, AK	1998	NA	2209	1950	259	11.7
CN0220100000000	02	201	Prince of Wales-Outer Ketchikan Census Area, AK	1998	NA	3231	2804	427	13.2
CN0222000000000	02	220	Sitka Borough/city, AK	1998	NA	4326	4081	245	5.7
CN0223200000000	02	232	Skagway-Hoonah-Angoon Census Area, AK	1998	NA	2166	1980	186	8.6
CN0224000000000	02	240	Southeast Fairbanks Census Area, AK	1998	NA	2616	2357	259	9.9
