LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0100100000000	01	001	Autauga County, AL	1999	NA	22433	21577	856	3.8
CN0100300000000	01	003	Baldwin County, AL	1999	NA	70912	68556	2356	3.3
CN0100500000000	01	005	Barbour County, AL	1999	NA	13364	12720	644	4.8
CN0100700000000	01	007	Bibb County, AL	1999	NA	7186	6695	491	6.8
CN0100900000000	01	009	Blount County, AL	1999	NA	23968	23297	671	2.8
CN0101100000000	01	011	Bullock County, AL	1999	NA	4455	4009	446	10
CN0101300000000	01	013	Butler County, AL	1999	NA	9873	8520	1353	13.7
CN0101500000000	01	015	Calhoun County, AL	1999	NA	54364	51588	2776	5.1
CN0101700000000	01	017	Chambers County, AL	1999	NA	16448	15674	774	4.7
CN0101900000000	01	019	Cherokee County, AL	1999	NA	10177	9675	502	4.9
CN0102100000000	01	021	Chilton County, AL	1999	NA	18606	17896	710	3.8
CN0102300000000	01	023	Choctaw County, AL	1999	NA	5802	5270	532	9.2
CN0102500000000	01	025	Clarke County, AL	1999	NA	13577	12411	1166	8.6
CN0102700000000	01	027	Clay County, AL	1999	NA	6624	6264	360	5.4
CN0102900000000	01	029	Cleburne County, AL	1999	NA	7229	6918	311	4.3
CN0103100000000	01	031	Coffee County, AL	1999	NA	21888	20853	1035	4.7
CN0103300000000	01	033	Colbert County, AL	1999	NA	25356	23538	1818	7.2
CN0103500000000	01	035	Conecuh County, AL	1999	NA	5902	5351	551	9.3
CN0103700000000	01	037	Coosa County, AL	1999	NA	5270	4977	293	5.6
CN0103900000000	01	039	Covington County, AL	1999	NA	17066	15667	1399	8.2
CN0104100000000	01	041	Crenshaw County, AL	1999	NA	5388	4790	598	11.1
CN0104300000000	01	043	Cullman County, AL	1999	NA	39497	37945	1552	3.9
CN0104500000000	01	045	Dale County, AL	1999	NA	21267	20236	1031	4.8
CN0104700000000	01	047	Dallas County, AL	1999	NA	19615	17464	2151	11
CN0104900000000	01	049	DeKalb County, AL	1999	NA	32473	31206	1267	3.9
CN0105100000000	01	051	Elmore County, AL	1999	NA	30513	29493	1020	3.3
CN0105300000000	01	053	Escambia County, AL	1999	NA	16464	15416	1048	6.4
CN0105500000000	01	055	Etowah County, AL	1999	NA	49440	46003	3437	7
CN0105700000000	01	057	Fayette County, AL	1999	NA	7853	7088	765	9.7
CN0105900000000	01	059	Franklin County, AL	1999	NA	16828	15592	1236	7.3
CN0106100000000	01	061	Geneva County, AL	1999	NA	10675	9874	801	7.5
CN0106300000000	01	063	Greene County, AL	1999	NA	3094	2711	383	12.4
CN0106500000000	01	065	Hale County, AL	1999	NA	7016	6488	528	7.5
CN0106700000000	01	067	Henry County, AL	1999	NA	6428	6093	335	5.2
CN0106900000000	01	069	Houston County, AL	1999	NA	45134	43448	1686	3.7
CN0107100000000	01	071	Jackson County, AL	1999	NA	25698	23999	1699	6.6
CN0107300000000	01	073	Jefferson County, AL	1999	NA	332540	321121	11419	3.4
CN0107500000000	01	075	Lamar County, AL	1999	NA	7188	6510	678	9.4
CN0107700000000	01	077	Lauderdale County, AL	1999	NA	41083	38490	2593	6.3
CN0107900000000	01	079	Lawrence County, AL	1999	NA	16579	15593	986	5.9
CN0108100000000	01	081	Lee County, AL	1999	NA	48770	47052	1718	3.5
CN0108300000000	01	083	Limestone County, AL	1999	NA	29003	27944	1059	3.7
CN0108500000000	01	085	Lowndes County, AL	1999	NA	4155	3633	522	12.6
CN0108700000000	01	087	Macon County, AL	1999	NA	7666	7019	647	8.4
CN0108900000000	01	089	Madison County, AL	1999	NA	142993	138333	4660	3.3
CN0109100000000	01	091	Marengo County, AL	1999	NA	11063	10481	582	5.3
CN0109300000000	01	093	Marion County, AL	1999	NA	16089	14799	1290	8
CN0109500000000	01	095	Marshall County, AL	1999	NA	40030	37552	2478	6.2
CN0109700000000	01	097	Mobile County, AL	1999	NA	198920	188796	10124	5.1
CN0109900000000	01	099	Monroe County, AL	1999	NA	9644	8490	1154	12
CN0110100000000	01	101	Montgomery County, AL	1999	NA	110193	106029	4164	3.8
CN0110300000000	01	103	Morgan County, AL	1999	NA	56569	54149	2420	4.3
CN0110500000000	01	105	Perry County, AL	1999	NA	4577	4154	423	9.2
CN0110700000000	01	107	Pickens County, AL	1999	NA	8577	7683	894	10.4
CN0110900000000	01	109	Pike County, AL	1999	NA	13667	12922	745	5.5
CN0111100000000	01	111	Randolph County, AL	1999	NA	9286	8730	556	6
CN0111300000000	01	113	Russell County, AL	1999	NA	25607	24363	1244	4.9
CN0111500000000	01	115	St. Clair County, AL	1999	NA	31476	30387	1089	3.5
CN0111700000000	01	117	Shelby County, AL	1999	NA	82638	81267	1371	1.7
CN0111900000000	01	119	Sumter County, AL	1999	NA	5501	4905	596	10.8
CN0112100000000	01	121	Talladega County, AL	1999	NA	34284	32215	2069	6
CN0112300000000	01	123	Tallapoosa County, AL	1999	NA	19868	18832	1036	5.2
CN0112500000000	01	125	Tuscaloosa County, AL	1999	NA	83605	81135	2470	3
CN0112700000000	01	127	Walker County, AL	1999	NA	28653	26864	1789	6.2
CN0112900000000	01	129	Washington County, AL	1999	NA	5983	5257	726	12.1
CN0113100000000	01	131	Wilcox County, AL	1999	NA	3810	3268	542	14.2
CN0113300000000	01	133	Winston County, AL	1999	NA	12410	11623	787	6.3
CN0201300000000	02	013	Aleutians East Borough, AK	1999	NA	1558	1501	57	3.7
CN0201600000000	02	016	Aleutians West Census Area, AK	1999	NA	2033	1895	138	6.8
CN0202000000000	02	020	Anchorage Borough/municipality, AK	1999	NA	142144	135610	6534	4.6
CN0205000000000	02	050	Bethel Census Area, AK	1999	NA	6330	5786	544	8.6
CN0206000000000	02	060	Bristol Bay Borough, AK	1999	NA	503	456	47	9.3
CN0206800000000	02	068	Denali Borough, AK	1999	NA	1148	1049	99	8.6
CN0207000000000	02	070	Dillingham Census Area, AK	1999	NA	1811	1677	134	7.4
CN0209000000000	02	090	Fairbanks North Star Borough, AK	1999	NA	43557	40924	2633	6
CN0210000000000	02	100	Haines Borough, AK	1999	NA	1246	1110	136	10.9
CN0211000000000	02	110	Juneau Borough/city, AK	1999	NA	17150	16283	867	5.1
CN0212200000000	02	122	Kenai Peninsula Borough, AK	1999	NA	21981	19543	2438	11.1
CN0213000000000	02	130	Ketchikan Gateway Borough, AK	1999	NA	7599	7051	548	7.2
CN0215000000000	02	150	Kodiak Island Borough, AK	1999	NA	6828	6327	501	7.3
