LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0100100000000	01	001	Autauga County, AL	2016	NA	26031	24709	1322	5.1
CN0100300000000	01	003	Baldwin County, AL	2016	NA	90895	86060	4835	5.3
CN0100500000000	01	005	Barbour County, AL	2016	NA	8436	7736	700	8.3
CN0100700000000	01	007	Bibb County, AL	2016	NA	8644	8088	556	6.4
CN0100900000000	01	009	Blount County, AL	2016	NA	24684	23358	1326	5.4
CN0101100000000	01	011	Bullock County, AL	2016	NA	4844	4514	330	6.8
CN0101300000000	01	013	Butler County, AL	2016	NA	9229	8593	636	6.9
CN0101500000000	01	015	Calhoun County, AL	2016	NA	46013	43016	2997	6.5
CN0101700000000	01	017	Chambers County, AL	2016	NA	15043	14225	818	5.4
CN0101900000000	01	019	Cherokee County, AL	2016	NA	11382	10808	574	5
CN0102100000000	01	021	Chilton County, AL	2016	NA	19266	18213	1053	5.5
CN0102300000000	01	023	Choctaw County, AL	2016	NA	4344	3976	368	8.5
CN0102500000000	01	025	Clarke County, AL	2016	NA	7985	7121	864	10.8
CN0102700000000	01	027	Clay County, AL	2016	NA	5648	5314	334	5.9
CN0102900000000	01	029	Cleburne County, AL	2016	NA	5810	5464	346	6
CN0103100000000	01	031	Coffee County, AL	2016	NA	20684	19474	1210	5.8
CN0103300000000	01	033	Colbert County, AL	2016	NA	23548	21918	1630	6.9
CN0103500000000	01	035	Conecuh County, AL	2016	NA	4567	4184	383	8.4
CN0103700000000	01	037	Coosa County, AL	2016	NA	4399	4137	262	6
CN0103900000000	01	039	Covington County, AL	2016	NA	15556	14509	1047	6.7
CN0104100000000	01	041	Crenshaw County, AL	2016	NA	6480	6101	379	5.8
CN0104300000000	01	043	Cullman County, AL	2016	NA	38064	36179	1885	5
CN0104500000000	01	045	Dale County, AL	2016	NA	20043	18888	1155	5.8
CN0104700000000	01	047	Dallas County, AL	2016	NA	15480	14059	1421	9.2
CN0104900000000	01	049	DeKalb County, AL	2016	NA	29355	27582	1773	6
CN0105100000000	01	051	Elmore County, AL	2016	NA	37384	35613	1771	4.7
CN0105300000000	01	053	Escambia County, AL	2016	NA	14613	13646	967	6.6
CN0105500000000	01	055	Etowah County, AL	2016	NA	43451	40892	2559	5.9
CN0105700000000	01	057	Fayette County, AL	2016	NA	6623	6178	445	6.7
CN0105900000000	01	059	Franklin County, AL	2016	NA	13924	13108	816	5.9
CN0106100000000	01	061	Geneva County, AL	2016	NA	10853	10226	627	5.8
CN0106300000000	01	063	Greene County, AL	2016	NA	2884	2598	286	9.9
CN0106500000000	01	065	Hale County, AL	2016	NA	6006	5548	458	7.6
CN0106700000000	01	067	Henry County, AL	2016	NA	6749	6311	438	6.5
CN0106900000000	01	069	Houston County, AL	2016	NA	44735	42156	2579	5.8
CN0107100000000	01	071	Jackson County, AL	2016	NA	23681	22193	1488	6.3
CN0107300000000	01	073	Jefferson County, AL	2016	NA	312478	294630	17848	5.7
CN0107500000000	01	075	Lamar County, AL	2016	NA	5713	5392	321	5.6
CN0107700000000	01	077	Lauderdale County, AL	2016	NA	42703	39998	2705	6.3
CN0107900000000	01	079	Lawrence County, AL	2016	NA	13775	12828	947	6.9
CN0108100000000	01	081	Lee County, AL	2016	NA	72653	68867	3786	5.2
CN0108300000000	01	083	Limestone County, AL	2016	NA	40853	38720	2133	5.2
CN0108500000000	01	085	Lowndes County, AL	2016	NA	3815	3414	401	10.5
CN0108700000000	01	087	Macon County, AL	2016	NA	7900	7301	599	7.6
CN0108900000000	01	089	Madison County, AL	2016	NA	174275	165388	8887	5.1
CN0109100000000	01	091	Marengo County, AL	2016	NA	7703	7155	548	7.1
CN0109300000000	01	093	Marion County, AL	2016	NA	12547	11720	827	6.6
CN0109500000000	01	095	Marshall County, AL	2016	NA	41754	39535	2219	5.3
CN0109700000000	01	097	Mobile County, AL	2016	NA	188542	176094	12448	6.6
CN0109900000000	01	099	Monroe County, AL	2016	NA	7344	6681	663	9
CN0110100000000	01	101	Montgomery County, AL	2016	NA	106190	100202	5988	5.6
CN0110300000000	01	103	Morgan County, AL	2016	NA	55092	52056	3036	5.5
CN0110500000000	01	105	Perry County, AL	2016	NA	3481	3123	358	10.3
CN0110700000000	01	107	Pickens County, AL	2016	NA	7798	7265	533	6.8
CN0110900000000	01	109	Pike County, AL	2016	NA	15009	14038	971	6.5
CN0111100000000	01	111	Randolph County, AL	2016	NA	9467	8941	526	5.6
CN0111300000000	01	113	Russell County, AL	2016	NA	23627	22322	1305	5.5
CN0111500000000	01	115	St. Clair County, AL	2016	NA	39241	37217	2024	5.2
CN0111700000000	01	117	Shelby County, AL	2016	NA	110035	105324	4711	4.3
CN0111900000000	01	119	Sumter County, AL	2016	NA	5131	4738	393	7.7
CN0112100000000	01	121	Talladega County, AL	2016	NA	34955	32660	2295	6.6
CN0112300000000	01	123	Tallapoosa County, AL	2016	NA	18656	17620	1036	5.6
CN0112500000000	01	125	Tuscaloosa County, AL	2016	NA	99659	94059	5600	5.6
CN0112700000000	01	127	Walker County, AL	2016	NA	25669	23767	1902	7.4
CN0112900000000	01	129	Washington County, AL	2016	NA	6769	6188	581	8.6
CN0113100000000	01	131	Wilcox County, AL	2016	NA	2828	2422	406	14.4
CN0113300000000	01	133	Winston County, AL	2016	NA	9571	8895	676	7.1
CN0201300000000	02	013	Aleutians East Borough, AK	2016	NA	2583	2514	69	2.7
CN0201600000000	02	016	Aleutians West Census Area, AK	2016	NA	3974	3842	132	3.3
CN0202000000000	02	020	Anchorage Borough/municipality, AK	2016	NA	155274	146720	8554	5.5
CN0205000000000	02	050	Bethel Census Area, AK	2016	NA	7237	6207	1030	14.2
CN0206000000000	02	060	Bristol Bay Borough, AK	2016	NA	413	384	29	7
CN0206800000000	02	068	Denali Borough, AK	2016	NA	1093	994	99	9.1
CN0207000000000	02	070	Dillingham Census Area, AK	2016	NA	2075	1875	200	9.6
