LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0100100000000	01	001	Autauga County, AL	2000	NA	21720	20846	874	4
CN0100300000000	01	003	Baldwin County, AL	2000	NA	69533	66971	2562	3.7
CN0100500000000	01	005	Barbour County, AL	2000	NA	11373	10748	625	5.5
CN0100700000000	01	007	Bibb County, AL	2000	NA	8565	8111	454	5.3
CN0100900000000	01	009	Blount County, AL	2000	NA	25106	24231	875	3.5
CN0101100000000	01	011	Bullock County, AL	2000	NA	3971	3635	336	8.5
CN0101300000000	01	013	Butler County, AL	2000	NA	9156	8445	711	7.8
CN0101500000000	01	015	Calhoun County, AL	2000	NA	52896	50223	2673	5.1
CN0101700000000	01	017	Chambers County, AL	2000	NA	17373	16610	763	4.4
CN0101900000000	01	019	Cherokee County, AL	2000	NA	11304	10797	507	4.5
CN0102100000000	01	021	Chilton County, AL	2000	NA	19475	18641	834	4.3
CN0102300000000	01	023	Choctaw County, AL	2000	NA	6184	5781	403	6.5
CN0102500000000	01	025	Clarke County, AL	2000	NA	11597	10750	847	7.3
CN0102700000000	01	027	Clay County, AL	2000	NA	6565	6163	402	6.1
CN0102900000000	01	029	Cleburne County, AL	2000	NA	6958	6676	282	4.1
CN0103100000000	01	031	Coffee County, AL	2000	NA	19902	18748	1154	5.8
CN0103300000000	01	033	Colbert County, AL	2000	NA	25950	24511	1439	5.5
CN0103500000000	01	035	Conecuh County, AL	2000	NA	5483	5127	356	6.5
CN0103700000000	01	037	Coosa County, AL	2000	NA	5295	5009	286	5.4
CN0103900000000	01	039	Covington County, AL	2000	NA	17316	16124	1192	6.9
CN0104100000000	01	041	Crenshaw County, AL	2000	NA	6115	5766	349	5.7
CN0104300000000	01	043	Cullman County, AL	2000	NA	38647	37053	1594	4.1
CN0104500000000	01	045	Dale County, AL	2000	NA	20785	19702	1083	5.2
CN0104700000000	01	047	Dallas County, AL	2000	NA	17823	16389	1434	8
CN0104900000000	01	049	DeKalb County, AL	2000	NA	32308	31009	1299	4
CN0105100000000	01	051	Elmore County, AL	2000	NA	30995	29767	1228	4
CN0105300000000	01	053	Escambia County, AL	2000	NA	16092	15257	835	5.2
CN0105500000000	01	055	Etowah County, AL	2000	NA	48177	45380	2797	5.8
CN0105700000000	01	057	Fayette County, AL	2000	NA	8276	7792	484	5.8
CN0105900000000	01	059	Franklin County, AL	2000	NA	14629	13674	955	6.5
CN0106100000000	01	061	Geneva County, AL	2000	NA	12180	11562	618	5.1
CN0106300000000	01	063	Greene County, AL	2000	NA	3510	3271	239	6.8
CN0106500000000	01	065	Hale County, AL	2000	NA	6976	6557	419	6
CN0106700000000	01	067	Henry County, AL	2000	NA	7634	7259	375	4.9
CN0106900000000	01	069	Houston County, AL	2000	NA	45170	43186	1984	4.4
CN0107100000000	01	071	Jackson County, AL	2000	NA	27899	26454	1445	5.2
CN0107300000000	01	073	Jefferson County, AL	2000	NA	329015	315985	13030	4
CN0107500000000	01	075	Lamar County, AL	2000	NA	7446	6929	517	6.9
CN0107700000000	01	077	Lauderdale County, AL	2000	NA	43446	41285	2161	5
CN0107900000000	01	079	Lawrence County, AL	2000	NA	16573	15749	824	5
CN0108100000000	01	081	Lee County, AL	2000	NA	58023	55711	2312	4
CN0108300000000	01	083	Limestone County, AL	2000	NA	32829	31583	1246	3.8
CN0108500000000	01	085	Lowndes County, AL	2000	NA	5052	4704	348	6.9
CN0108700000000	01	087	Macon County, AL	2000	NA	9080	8556	524	5.8
CN0108900000000	01	089	Madison County, AL	2000	NA	148675	143415	5260	3.5
CN0109100000000	01	091	Marengo County, AL	2000	NA	9012	8543	469	5.2
CN0109300000000	01	093	Marion County, AL	2000	NA	14205	13260	945	6.7
CN0109500000000	01	095	Marshall County, AL	2000	NA	40543	38605	1938	4.8
CN0109700000000	01	097	Mobile County, AL	2000	NA	184951	175846	9105	4.9
CN0109900000000	01	099	Monroe County, AL	2000	NA	10273	9612	661	6.4
CN0110100000000	01	101	Montgomery County, AL	2000	NA	105729	101315	4414	4.2
CN0110300000000	01	103	Morgan County, AL	2000	NA	56248	53884	2364	4.2
CN0110500000000	01	105	Perry County, AL	2000	NA	4103	3725	378	9.2
CN0110700000000	01	107	Pickens County, AL	2000	NA	8597	7952	645	7.5
CN0110900000000	01	109	Pike County, AL	2000	NA	14060	13285	775	5.5
CN0111100000000	01	111	Randolph County, AL	2000	NA	9961	9478	483	4.8
CN0111300000000	01	113	Russell County, AL	2000	NA	21998	20984	1014	4.6
CN0111500000000	01	115	St. Clair County, AL	2000	NA	31353	30179	1174	3.7
CN0111700000000	01	117	Shelby County, AL	2000	NA	82280	80035	2245	2.7
CN0111900000000	01	119	Sumter County, AL	2000	NA	5381	4893	488	9.1
CN0112100000000	01	121	Talladega County, AL	2000	NA	35593	33753	1840	5.2
CN0112300000000	01	123	Tallapoosa County, AL	2000	NA	19358	18412	946	4.9
CN0112500000000	01	125	Tuscaloosa County, AL	2000	NA	81655	78451	3204	3.9
CN0112700000000	01	127	Walker County, AL	2000	NA	31502	29674	1828	5.8
CN0112900000000	01	129	Washington County, AL	2000	NA	7728	7200	528	6.8
CN0113100000000	01	131	Wilcox County, AL	2000	NA	3939	3595	344	8.7
CN0113300000000	01	133	Winston County, AL	2000	NA	11687	10776	911	7.8
CN0201300000000	02	013	Aleutians East Borough, AK	2000	NA	940	858	82	8.7
CN0201600000000	02	016	Aleutians West Census Area, AK	2000	NA	2735	2592	143	5.2
CN0202000000000	02	020	Anchorage Borough/municipality, AK	2000	NA	140602	133453	7149	5.1
CN0205000000000	02	050	Bethel Census Area, AK	2000	NA	6401	5824	577	9
CN0206000000000	02	060	Bristol Bay Borough, AK	2000	NA	925	866	59	6.4
CN0206800000000	02	068	Denali Borough, AK	2000	NA	1342	1244	98	7.3
CN0207000000000	02	070	Dillingham Census Area, AK	2000	NA	1963	1818	145	7.4
CN0209000000000	02	090	Fairbanks North Star Borough, AK	2000	NA	41013	38486	2527	6.2
CN0210000000000	02	100	Haines Borough, AK	2000	NA	1397	1284	113	8.1
CN0211000000000	02	110	Juneau Borough/city, AK	2000	NA	18021	17177	844	4.7
CN0212200000000	02	122	Kenai Peninsula Borough, AK	2000	NA	24598	22567	2031	8.3
CN0213000000000	02	130	Ketchikan Gateway Borough, AK	2000	NA	8294	7772	522	6.3
CN0215000000000	02	150	Kodiak Island Borough, AK	2000	NA	6544	5996	548	8.4
CN0215800000000	02	158	Kusilvak Census Area, AK	2000	NA	2237	1894	343	15.3
CN0216400000000	02	164	Lake and Peninsula Borough, AK	2000	NA	1036	982	54	5.2
CN0217000000000	02	170	Matanuska-Susitna Borough, AK	2000	NA	28873	26751	2122	7.3
CN0218000000000	02	180	Nome Census Area, AK	2000	NA	3703	3343	360	9.7
CN0218500000000	02	185	North Slope Borough, AK	2000	NA	3404	3116	288	8.5
CN0218800000000	02	188	Northwest Arctic Borough, AK	2000	NA	2946	2678	268	9.1
