LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0100100000000	01	001	Autauga County, AL	1993	NA	18234	17139	1095	6
CN0100300000000	01	003	Baldwin County, AL	1993	NA	55079	51755	3324	6
CN0100500000000	01	005	Barbour County, AL	1993	NA	12004	10788	1216	10.1
CN0100700000000	01	007	Bibb County, AL	1993	NA	7734	6833	901	11.6
CN0100900000000	01	009	Blount County, AL	1993	NA	19929	18868	1061	5.3
CN0101100000000	01	011	Bullock County, AL	1993	NA	4175	3555	620	14.9
CN0101300000000	01	013	Butler County, AL	1993	NA	9217	8208	1009	10.9
CN0101500000000	01	015	Calhoun County, AL	1993	NA	52826	48203	4623	8.8
CN0101700000000	01	017	Chambers County, AL	1993	NA	17472	15787	1685	9.6
CN0101900000000	01	019	Cherokee County, AL	1993	NA	9683	9075	608	6.3
CN0102100000000	01	021	Chilton County, AL	1993	NA	16338	14882	1456	8.9
CN0102300000000	01	023	Choctaw County, AL	1993	NA	7254	6217	1037	14.3
CN0102500000000	01	025	Clarke County, AL	1993	NA	13005	11447	1558	12
CN0102700000000	01	027	Clay County, AL	1993	NA	6758	6047	711	10.5
CN0102900000000	01	029	Cleburne County, AL	1993	NA	6993	6523	470	6.7
CN0103100000000	01	031	Coffee County, AL	1993	NA	20868	19593	1275	6.1
CN0103300000000	01	033	Colbert County, AL	1993	NA	25663	23514	2149	8.4
CN0103500000000	01	035	Conecuh County, AL	1993	NA	6316	5667	649	10.3
CN0103700000000	01	037	Coosa County, AL	1993	NA	5140	4822	318	6.2
CN0103900000000	01	039	Covington County, AL	1993	NA	16953	15373	1580	9.3
CN0104100000000	01	041	Crenshaw County, AL	1993	NA	5959	5483	476	8
CN0104300000000	01	043	Cullman County, AL	1993	NA	35320	33020	2300	6.5
CN0104500000000	01	045	Dale County, AL	1993	NA	20959	19070	1889	9
CN0104700000000	01	047	Dallas County, AL	1993	NA	20419	17359	3060	15
CN0104900000000	01	049	DeKalb County, AL	1993	NA	29482	27490	1992	6.8
CN0105100000000	01	051	Elmore County, AL	1993	NA	24742	23223	1519	6.1
CN0105300000000	01	053	Escambia County, AL	1993	NA	16168	14543	1625	10.1
CN0105500000000	01	055	Etowah County, AL	1993	NA	47551	43866	3685	7.7
CN0105700000000	01	057	Fayette County, AL	1993	NA	8756	7941	815	9.3
CN0105900000000	01	059	Franklin County, AL	1993	NA	15296	14145	1151	7.5
CN0106100000000	01	061	Geneva County, AL	1993	NA	12140	11402	738	6.1
CN0106300000000	01	063	Greene County, AL	1993	NA	3731	3174	557	14.9
CN0106500000000	01	065	Hale County, AL	1993	NA	6972	6284	688	9.9
CN0106700000000	01	067	Henry County, AL	1993	NA	6553	5905	648	9.9
CN0106900000000	01	069	Houston County, AL	1993	NA	42408	39455	2953	7
CN0107100000000	01	071	Jackson County, AL	1993	NA	25866	23343	2523	9.8
CN0107300000000	01	073	Jefferson County, AL	1993	NA	318131	300003	18128	5.7
CN0107500000000	01	075	Lamar County, AL	1993	NA	7859	7104	755	9.6
CN0107700000000	01	077	Lauderdale County, AL	1993	NA	40555	37631	2924	7.2
CN0107900000000	01	079	Lawrence County, AL	1993	NA	15400	13883	1517	9.9
CN0108100000000	01	081	Lee County, AL	1993	NA	44427	41792	2635	5.9
CN0108300000000	01	083	Limestone County, AL	1993	NA	27300	25682	1618	5.9
CN0108500000000	01	085	Lowndes County, AL	1993	NA	4283	3469	814	19
CN0108700000000	01	087	Macon County, AL	1993	NA	8626	7771	855	9.9
CN0108900000000	01	089	Madison County, AL	1993	NA	134550	127066	7484	5.6
CN0109100000000	01	091	Marengo County, AL	1993	NA	10764	9586	1178	10.9
CN0109300000000	01	093	Marion County, AL	1993	NA	14458	13118	1340	9.3
CN0109500000000	01	095	Marshall County, AL	1993	NA	37679	34743	2936	7.8
CN0109700000000	01	097	Mobile County, AL	1993	NA	187868	172246	15622	8.3
CN0109900000000	01	099	Monroe County, AL	1993	NA	10211	8721	1490	14.6
CN0110100000000	01	101	Montgomery County, AL	1993	NA	104515	98414	6101	5.8
CN0110300000000	01	103	Morgan County, AL	1993	NA	51774	48064	3710	7.2
CN0110500000000	01	105	Perry County, AL	1993	NA	4847	4123	724	14.9
CN0110700000000	01	107	Pickens County, AL	1993	NA	9171	8110	1061	11.6
CN0110900000000	01	109	Pike County, AL	1993	NA	12976	12077	899	6.9
CN0111100000000	01	111	Randolph County, AL	1993	NA	9715	8804	911	9.4
CN0111300000000	01	113	Russell County, AL	1993	NA	22536	20819	1717	7.6
CN0111500000000	01	115	St. Clair County, AL	1993	NA	25874	24257	1617	6.2
CN0111700000000	01	117	Shelby County, AL	1993	NA	60627	58503	2124	3.5
CN0111900000000	01	119	Sumter County, AL	1993	NA	6170	5385	785	12.7
CN0112100000000	01	121	Talladega County, AL	1993	NA	34492	31496	2996	8.7
CN0112300000000	01	123	Tallapoosa County, AL	1993	NA	19906	18511	1395	7
CN0112500000000	01	125	Tuscaloosa County, AL	1993	NA	72694	68860	3834	5.3
CN0112700000000	01	127	Walker County, AL	1993	NA	29919	26686	3233	10.8
CN0112900000000	01	129	Washington County, AL	1993	NA	6705	5537	1168	17.4
CN0113100000000	01	131	Wilcox County, AL	1993	NA	4030	3315	715	17.7
CN0113300000000	01	133	Winston County, AL	1993	NA	11880	10978	902	7.6
CN0201300000000	02	013	Aleutians East Borough, AK	1993	NA	1490	1460	30	2
CN0201600000000	02	016	Aleutians West Census Area, AK	1993	NA	4007	3958	49	1.2
CN0202000000000	02	020	Anchorage Borough/municipality, AK	1993	NA	132440	124599	7841	5.9
CN0205000000000	02	050	Bethel Census Area, AK	1993	NA	5051	4699	352	7
CN0206000000000	02	060	Bristol Bay Borough, AK	1993	NA	636	598	38	6
CN0206800000000	02	068	Denali Borough, AK	1993	NA	1027	932	95	9.3
CN0207000000000	02	070	Dillingham Census Area, AK	1993	NA	1551	1434	117	7.5
CN0209000000000	02	090	Fairbanks North Star Borough, AK	1993	NA	39730	36413	3317	8.3
CN0210000000000	02	100	Haines Borough, AK	1993	NA	1098	997	101	9.2
CN0211000000000	02	110	Juneau Borough/city, AK	1993	NA	16233	15243	990	6.1
CN0212200000000	02	122	Kenai Peninsula Borough, AK	1993	NA	20536	17898	2638	12.8
CN0213000000000	02	130	Ketchikan Gateway Borough, AK	1993	NA	7681	7015	666	8.7
CN0215000000000	02	150	Kodiak Island Borough, AK	1993	NA	7209	6497	712	9.9
CN0215800000000	02	158	Kusilvak Census Area, AK	1993	NA	1709	1529	180	10.5
CN0216400000000	02	164	Lake and Peninsula Borough, AK	1993	NA	535	495	40	7.5
CN0217000000000	02	170	Matanuska-Susitna Borough, AK	1993	NA	22496	20051	2445	10.9
CN0218000000000	02	180	Nome Census Area, AK	1993	NA	3270	2885	385	11.8
CN0218500000000	02	185	North Slope Borough, AK	1993	NA	2999	2862	137	4.6
CN0218800000000	02	188	Northwest Arctic Borough, AK	1993	NA	2183	1815	368	16.9
CN0220100000000	02	201	Prince of Wales-Outer Ketchikan Census Area, AK	1993	NA	3066	2769	297	9.7
CN0222000000000	02	220	Sitka Borough/city, AK	1993	NA	4739	4451	288	6.1
CN0223200000000	02	232	Skagway-Hoonah-Angoon Census Area, AK	1993	NA	2527	2289	238	9.4
CN0224000000000	02	240	Southeast Fairbanks Census Area, AK	1993	NA	2321	2025	296	12.8
CN0226100000000	02	261	Valdez-Cordova Census Area, AK	1993	NA	5230	4743	487	9.3
CN0228000000000	02	280	Wrangell-Petersburg Census Area, AK	1993	NA	3660	3343	317	8.7
CN0229000000000	02	290	Yukon-Koyukuk Census Area, AK	1993	NA	2012	1710	302	15
CN0400100000000	04	001	Apache County, AZ	1993	NA	18348	15162	3186	17.4
CN0400300000000	04	003	Cochise County, AZ	1993	NA	40875	36921	3954	9.7
CN0400500000000	04	005	Coconino County, AZ	1993	NA	54076	49293	4783	8.8
CN0400700000000	04	007	Gila County, AZ	1993	NA	17784	16093	1691	9.5
CN0400900000000	04	009	Graham County, AZ	1993	NA	10495	9450	1045	10
CN0401100000000	04	011	Greenlee County, AZ	1993	NA	3995	3560	435	10.9
CN0401200000000	04	012	La Paz County, AZ	1993	NA	5390	4537	853	15.8
CN0401300000000	04	013	Maricopa County, AZ	1993	NA	1188830	1128558	60272	5.1
CN0401500000000	04	015	Mohave County, AZ	1993	NA	52538	47504	5034	9.6
CN0401700000000	04	017	Navajo County, AZ	1993	NA	29931	25801	4130	13.8
CN0401900000000	04	019	Pima County, AZ	1993	NA	350101	335703	14398	4.1
