LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0105900000000	01	059	Franklin County, AL	1995	NA	15939	14796	1143	7.2
CN0106100000000	01	061	Geneva County, AL	1995	NA	12614	11767	847	6.7
CN0106300000000	01	063	Greene County, AL	1995	NA	3636	3122	514	14.1
CN0106500000000	01	065	Hale County, AL	1995	NA	7129	6453	676	9.5
CN0106700000000	01	067	Henry County, AL	1995	NA	6472	6018	454	7
CN0106900000000	01	069	Houston County, AL	1995	NA	42294	40235	2059	4.9
CN0107100000000	01	071	Jackson County, AL	1995	NA	25255	22862	2393	9.5
CN0107300000000	01	073	Jefferson County, AL	1995	NA	325223	311038	14185	4.4
CN0107500000000	01	075	Lamar County, AL	1995	NA	7905	7423	482	6.1
CN0107700000000	01	077	Lauderdale County, AL	1995	NA	42640	40169	2471	5.8
CN0107900000000	01	079	Lawrence County, AL	1995	NA	15571	14408	1163	7.5
CN0108100000000	01	081	Lee County, AL	1995	NA	46536	44536	2000	4.3
CN0108300000000	01	083	Limestone County, AL	1995	NA	26810	25464	1346	5
CN0108500000000	01	085	Lowndes County, AL	1995	NA	4292	3590	702	16.4
CN0108700000000	01	087	Macon County, AL	1995	NA	8472	7758	714	8.4
CN0108900000000	01	089	Madison County, AL	1995	NA	134837	128718	6119	4.5
CN0109100000000	01	091	Marengo County, AL	1995	NA	10806	9898	908	8.4
CN0109300000000	01	093	Marion County, AL	1995	NA	15634	14708	926	5.9
CN0109500000000	01	095	Marshall County, AL	1995	NA	39458	36718	2740	6.9
CN0109700000000	01	097	Mobile County, AL	1995	NA	192697	178991	13706	7.1
CN0109900000000	01	099	Monroe County, AL	1995	NA	10557	9278	1279	12.1
CN0110100000000	01	101	Montgomery County, AL	1995	NA	106867	101087	5780	5.4
CN0110300000000	01	103	Morgan County, AL	1995	NA	53398	50194	3204	6
CN0110500000000	01	105	Perry County, AL	1995	NA	4906	4059	847	17.3
CN0110700000000	01	107	Pickens County, AL	1995	NA	8938	8140	798	8.9
CN0110900000000	01	109	Pike County, AL	1995	NA	13364	12553	811	6.1
CN0111100000000	01	111	Randolph County, AL	1995	NA	9814	9063	751	7.7
CN0111300000000	01	113	Russell County, AL	1995	NA	24049	22557	1492	6.2
CN0111500000000	01	115	St. Clair County, AL	1995	NA	27322	26301	1021	3.7
CN0111700000000	01	117	Shelby County, AL	1995	NA	68530	66813	1717	2.5
CN0111900000000	01	119	Sumter County, AL	1995	NA	6307	5474	833	13.2
CN0112100000000	01	121	Talladega County, AL	1995	NA	35374	32760	2614	7.4
CN0112300000000	01	123	Tallapoosa County, AL	1995	NA	20240	19087	1153	5.7
CN0112500000000	01	125	Tuscaloosa County, AL	1995	NA	76368	72934	3434	4.5
CN0112700000000	01	127	Walker County, AL	1995	NA	30309	28047	2262	7.5
CN0112900000000	01	129	Washington County, AL	1995	NA	6400	5521	879	13.7
CN0113100000000	01	131	Wilcox County, AL	1995	NA	3949	3322	627	15.9
CN0113300000000	01	133	Winston County, AL	1995	NA	12777	11981	796	6.2
CN0201300000000	02	013	Aleutians East Borough, AK	1995	NA	1585	1530	55	3.5
CN0201600000000	02	016	Aleutians West Census Area, AK	1995	NA	2404	2339	65	2.7
CN0202000000000	02	020	Anchorage Borough/municipality, AK	1995	NA	133751	126722	7029	5.3
CN0205000000000	02	050	Bethel Census Area, AK	1995	NA	5754	5292	462	8
CN0206000000000	02	060	Bristol Bay Borough, AK	1995	NA	564	528	36	6.4
CN0206800000000	02	068	Denali Borough, AK	1995	NA	1142	1037	105	9.2
CN0207000000000	02	070	Dillingham Census Area, AK	1995	NA	1654	1550	104	6.3
CN0209000000000	02	090	Fairbanks North Star Borough, AK	1995	NA	41375	38263	3112	7.5
CN0210000000000	02	100	Haines Borough, AK	1995	NA	1189	1058	131	11
CN0211000000000	02	110	Juneau Borough/city, AK	1995	NA	16739	15774	965	5.8
CN0212200000000	02	122	Kenai Peninsula Borough, AK	1995	NA	21593	18938	2655	12.3
CN0213000000000	02	130	Ketchikan Gateway Borough, AK	1995	NA	7773	7181	592	7.6
CN0215000000000	02	150	Kodiak Island Borough, AK	1995	NA	7527	6783	744	9.9
CN0215800000000	02	158	Kusilvak Census Area, AK	1995	NA	1924	1699	225	11.7
CN0216400000000	02	164	Lake and Peninsula Borough, AK	1995	NA	593	551	42	7.1
CN0217000000000	02	170	Matanuska-Susitna Borough, AK	1995	NA	25555	22960	2595	10.2
CN0218000000000	02	180	Nome Census Area, AK	1995	NA	3406	2966	440	12.9
CN0218500000000	02	185	North Slope Borough, AK	1995	NA	3170	3052	118	3.7
CN0218800000000	02	188	Northwest Arctic Borough, AK	1995	NA	2216	1856	360	16.2
CN0220100000000	02	201	Prince of Wales-Outer Ketchikan Census Area, AK	1995	NA	3314	2956	358	10.8
CN0222000000000	02	220	Sitka Borough/city, AK	1995	NA	4610	4324	286	6.2
CN0223200000000	02	232	Skagway-Hoonah-Angoon Census Area, AK	1995	NA	2324	2145	179	7.7
CN0224000000000	02	240	Southeast Fairbanks Census Area, AK	1995	NA	2527	2211	316	12.5
CN0226100000000	02	261	Valdez-Cordova Census Area, AK	1995	NA	5384	4857	527	9.8
CN0228000000000	02	280	Wrangell-Petersburg Census Area, AK	1995	NA	3745	3352	393	10.5
CN0228200000000	02	282	Yakutat Borough/city, AK	1995	NA	305	283	22	7.2
CN0229000000000	02	290	Yukon-Koyukuk Census Area, AK	1995	NA	2038	1682	356	17.5
CN0400100000000	04	001	Apache County, AZ	1995	NA	20627	17081	3546	17.2
CN0400300000000	04	003	Cochise County, AZ	1995	NA	44404	40101	4303	9.7
CN0400500000000	04	005	Coconino County, AZ	1995	NA	60854	55884	4970	8.2
CN0400700000000	04	007	Gila County, AZ	1995	NA	19613	17973	1640	8.4
CN0400900000000	04	009	Graham County, AZ	1995	NA	12238	11181	1057	8.6
CN0401100000000	04	011	Greenlee County, AZ	1995	NA	4878	4533	345	7.1
CN0401200000000	04	012	La Paz County, AZ	1995	NA	6631	5908	723	10.9
CN0401300000000	04	013	Maricopa County, AZ	1995	NA	1370734	1321421	49313	3.6
CN0401500000000	04	015	Mohave County, AZ	1995	NA	60924	56592	4332	7.1
CN0401700000000	04	017	Navajo County, AZ	1995	NA	33179	27949	5230	15.8
CN0401900000000	04	019	Pima County, AZ	1995	NA	390386	376786	13600	3.5
CN0402100000000	04	021	Pinal County, AZ	1995	NA	52875	50216	2659	5
CN0402300000000	04	023	Santa Cruz County, AZ	1995	NA	15874	12606	3268	20.6
CN0402500000000	04	025	Yavapai County, AZ	1995	NA	65235	61946	3289	5
CN0402700000000	04	027	Yuma County, AZ	1995	NA	70683	49725	20958	29.7
CN0500100000000	05	001	Arkansas County, AR	1995	NA	10928	10386	542	5
CN0500300000000	05	003	Ashley County, AR	1995	NA	11280	10617	663	5.9
CN0500500000000	05	005	Baxter County, AR	1995	NA	14676	14194	482	3.3
CN0500700000000	05	007	Benton County, AR	1995	NA	62956	61547	1409	2.2
CN0500900000000	05	009	Boone County, AR	1995	NA	15163	14538	625	4.1
CN0501100000000	05	011	Bradley County, AR	1995	NA	5040	4617	423	8.4
CN0501300000000	05	013	Calhoun County, AR	1995	NA	2392	2164	228	9.5
CN0501500000000	05	015	Carroll County, AR	1995	NA	12126	11534	592	4.9
CN0501700000000	05	017	Chicot County, AR	1995	NA	6435	5880	555	8.6
CN0501900000000	05	019	Clark County, AR	1995	NA	11802	11469	333	2.8
CN0502100000000	05	021	Clay County, AR	1995	NA	8306	7716	590	7.1
CN0502300000000	05	023	Cleburne County, AR	1995	NA	9424	8959	465	4.9
CN0502500000000	05	025	Cleveland County, AR	1995	NA	4028	3830	198	4.9
CN0502700000000	05	027	Columbia County, AR	1995	NA	11853	11062	791	6.7
CN0502900000000	05	029	Conway County, AR	1995	NA	9614	9128	486	5.1
CN0503100000000	05	031	Craighead County, AR	1995	NA	41368	39899	1469	3.6
CN0503300000000	05	033	Crawford County, AR	1995	NA	23857	22648	1209	5.1
CN0503500000000	05	035	Crittenden County, AR	1995	NA	22679	21479	1200	5.3
CN0503700000000	05	037	Cross County, AR	1995	NA	8892	8405	487	5.5
CN0503900000000	05	039	Dallas County, AR	1995	NA	3851	3589	262	6.8
CN0504100000000	05	041	Desha County, AR	1995	NA	7427	6757	670	9
CN0504300000000	05	043	Drew County, AR	1995	NA	10398	9764	634	6.1
CN0504500000000	05	045	Faulkner County, AR	1995	NA	39006	37290	1716	4.4
CN0504700000000	05	047	Franklin County, AR	1995	NA	8085	7776	309	3.8
CN0504900000000	05	049	Fulton County, AR	1995	NA	4668	4456	212	4.5
CN0505100000000	05	051	Garland County, AR	1995	NA	35907	34135	1772	4.9
CN0505300000000	05	053	Grant County, AR	1995	NA	7257	6915	342	4.7
CN0505500000000	05	055	Greene County, AR	1995	NA	18044	17166	878	4.9
CN0505700000000	05	057	Hempstead County, AR	1995	NA	11607	10810	797	6.9
CN0505900000000	05	059	Hot Spring County, AR	1995	NA	12078	11490	588	4.9
CN0506100000000	05	061	Howard County, AR	1995	NA	7153	6835	318	4.4
CN0506300000000	05	063	Independence County, AR	1995	NA	16870	15853	1017	6
CN0506500000000	05	065	Izard County, AR	1995	NA	4072	3803	269	6.6
CN0506700000000	05	067	Jackson County, AR	1995	NA	8275	7519	756	9.1
CN0506900000000	05	069	Jefferson County, AR	1995	NA	37539	34694	2845	7.6
CN0507100000000	05	071	Johnson County, AR	1995	NA	10626	10202	424	4
CN0507300000000	05	073	Lafayette County, AR	1995	NA	3595	3342	253	7
CN0507500000000	05	075	Lawrence County, AR	1995	NA	7852	7398	454	5.8
CN0507700000000	05	077	Lee County, AR	1995	NA	4861	4408	453	9.3
CN0507900000000	05	079	Lincoln County, AR	1995	NA	5399	5079	320	5.9
CN0508100000000	05	081	Little River County, AR	1995	NA	5817	5405	412	7.1
CN0508300000000	05	083	Logan County, AR	1995	NA	10249	9752	497	4.8
CN0508500000000	05	085	Lonoke County, AR	1995	NA	23722	22913	809	3.4
CN0508700000000	05	087	Madison County, AR	1995	NA	6855	6649	206	3
CN0508900000000	05	089	Marion County, AR	1995	NA	6042	5853	189	3.1
CN0509100000000	05	091	Miller County, AR	1995	NA	17394	16243	1151	6.6
CN0509300000000	05	093	Mississippi County, AR	1995	NA	27047	24455	2592	9.6
CN0509500000000	05	095	Monroe County, AR	1995	NA	4394	4112	282	6.4
CN0509700000000	05	097	Montgomery County, AR	1995	NA	3928	3780	148	3.8
CN0509900000000	05	099	Nevada County, AR	1995	NA	4955	4677	278	5.6
CN0510100000000	05	101	Newton County, AR	1995	NA	3040	2872	168	5.5
CN0510300000000	05	103	Ouachita County, AR	1995	NA	12363	11040	1323	10.7
CN0510500000000	05	105	Perry County, AR	1995	NA	3899	3650	249	6.4
CN0510700000000	05	107	Phillips County, AR	1995	NA	11036	9864	1172	10.6
CN0510900000000	05	109	Pike County, AR	1995	NA	5103	4851	252	4.9
CN0511100000000	05	111	Poinsett County, AR	1995	NA	11210	10547	663	5.9
CN0511300000000	05	113	Polk County, AR	1995	NA	8919	8586	333	3.7
CN0511500000000	05	115	Pope County, AR	1995	NA	26961	25692	1269	4.7
CN0511700000000	05	117	Prairie County, AR	1995	NA	4246	3999	247	5.8
CN0511900000000	05	119	Pulaski County, AR	1995	NA	195545	188534	7011	3.6
CN0512100000000	05	121	Randolph County, AR	1995	NA	8012	7436	576	7.2
CN0512300000000	05	123	St. Francis County, AR	1995	NA	12909	11751	1158	9
CN0512500000000	05	125	Saline County, AR	1995	NA	39596	38586	1010	2.6
CN0512700000000	05	127	Scott County, AR	1995	NA	5022	4865	157	3.1
CN0512900000000	05	129	Searcy County, AR	1995	NA	3035	2882	153	5
CN0513100000000	05	131	Sebastian County, AR	1995	NA	56359	53770	2589	4.6
CN0513300000000	05	133	Sevier County, AR	1995	NA	7128	6789	339	4.8
CN0513500000000	05	135	Sharp County, AR	1995	NA	5848	5485	363	6.2
CN0513700000000	05	137	Stone County, AR	1995	NA	5072	4798	274	5.4
CN0513900000000	05	139	Union County, AR	1995	NA	21499	20199	1300	6
CN0514100000000	05	141	Van Buren County, AR	1995	NA	6186	5769	417	6.7
CN0514300000000	05	143	Washington County, AR	1995	NA	74020	72195	1825	2.5
CN0514500000000	05	145	White County, AR	1995	NA	30244	28449	1795	5.9
CN0514700000000	05	147	Woodruff County, AR	1995	NA	4262	3927	335	7.9
CN0514900000000	05	149	Yell County, AR	1995	NA	9446	9110	336	3.6
CN0600100000000	06	001	Alameda County, CA	1995	NA	676198	637485	38713	5.7
CN0600300000000	06	003	Alpine County, CA	1995	NA	483	432	51	10.6
CN0600500000000	06	005	Amador County, CA	1995	NA	13073	12031	1042	8
CN0600700000000	06	007	Butte County, CA	1995	NA	82161	73988	8173	9.9
CN0600900000000	06	009	Calaveras County, CA	1995	NA	14092	12538	1554	11
CN0601100000000	06	011	Colusa County, CA	1995	NA	8548	6864	1684	19.7
CN0601300000000	06	013	Contra Costa County, CA	1995	NA	452166	426417	25749	5.7
CN0601500000000	06	015	Del Norte County, CA	1995	NA	10071	8834	1237	12.3
CN0601700000000	06	017	El Dorado County, CA	1995	NA	72108	67146	4962	6.9
CN0601900000000	06	019	Fresno County, CA	1995	NA	369904	317959	51945	14
CN0602100000000	06	021	Glenn County, CA	1995	NA	11461	9679	1782	15.5
CN0602300000000	06	023	Humboldt County, CA	1995	NA	59699	54741	4958	8.3
CN0602500000000	06	025	Imperial County, CA	1995	NA	57885	40983	16902	29.2
CN0602700000000	06	027	Inyo County, CA	1995	NA	7091	6427	664	9.4
CN0602900000000	06	029	Kern County, CA	1995	NA	270736	233443	37293	13.8
CN0603100000000	06	031	Kings County, CA	1995	NA	41797	35718	6079	14.5
CN0603300000000	06	033	Lake County, CA	1995	NA	23667	20893	2774	11.7
CN0603500000000	06	035	Lassen County, CA	1995	NA	10982	9769	1213	11
CN0603700000000	06	037	Los Angeles County, CA	1995	NA	4279534	3935618	343916	8
CN0603900000000	06	039	Madera County, CA	1995	NA	50627	43073	7554	14.9
CN0604100000000	06	041	Marin County, CA	1995	NA	127528	122050	5478	4.3
CN0604300000000	06	043	Mariposa County, CA	1995	NA	7435	6741	694	9.3
CN0604500000000	06	045	Mendocino County, CA	1995	NA	40964	37073	3891	9.5
CN0604700000000	06	047	Merced County, CA	1995	NA	82705	68609	14096	17
CN0604900000000	06	049	Modoc County, CA	1995	NA	4212	3655	557	13.2
CN0605100000000	06	051	Mono County, CA	1995	NA	6131	5470	661	10.8
CN0605300000000	06	053	Monterey County, CA	1995	NA	174373	152879	21494	12.3
CN0605500000000	06	055	Napa County, CA	1995	NA	57235	53687	3548	6.2
CN0605700000000	06	057	Nevada County, CA	1995	NA	40097	37071	3026	7.5
CN0605900000000	06	059	Orange County, CA	1995	NA	1319744	1253037	66707	5.1
CN0606100000000	06	061	Placer County, CA	1995	NA	101945	95683	6262	6.1
CN0606300000000	06	063	Plumas County, CA	1995	NA	9732	8448	1284	13.2
CN0606500000000	06	065	Riverside County, CA	1995	NA	606575	549306	57269	9.4
CN0606700000000	06	067	Sacramento County, CA	1995	NA	534232	497960	36272	6.8
CN0606900000000	06	069	San Benito County, CA	1995	NA	22897	19786	3111	13.6
CN0607100000000	06	071	San Bernardino County, CA	1995	NA	674915	621837	53078	7.9
CN0607300000000	06	073	San Diego County, CA	1995	NA	1223371	1145883	77488	6.3
CN0607500000000	06	075	San Francisco County/city, CA	1995	NA	394782	370958	23824	6
CN0607700000000	06	077	San Joaquin County, CA	1995	NA	239900	210482	29418	12.3
CN0607900000000	06	079	San Luis Obispo County, CA	1995	NA	100730	94127	6603	6.6
CN0608100000000	06	081	San Mateo County, CA	1995	NA	366720	351317	15403	4.2
CN0608300000000	06	083	Santa Barbara County, CA	1995	NA	191470	178672	12798	6.7
CN0608500000000	06	085	Santa Clara County, CA	1995	NA	859592	817464	42128	4.9
CN0608700000000	06	087	Santa Cruz County, CA	1995	NA	138504	125651	12853	9.3
CN0608900000000	06	089	Shasta County, CA	1995	NA	72010	63878	8132	11.3
CN0609100000000	06	091	Sierra County, CA	1995	NA	1689	1526	163	9.7
CN0609300000000	06	093	Siskiyou County, CA	1995	NA	18827	16138	2689	14.3
CN0609500000000	06	095	Solano County, CA	1995	NA	171536	157979	13557	7.9
CN0609700000000	06	097	Sonoma County, CA	1995	NA	223400	211091	12309	5.5
CN0609900000000	06	099	Stanislaus County, CA	1995	NA	192015	162419	29596	15.4
CN0610100000000	06	101	Sutter County, CA	1995	NA	34233	28368	5865	17.1
CN0610300000000	06	103	Tehama County, CA	1995	NA	23037	20443	2594	11.3
CN0610500000000	06	105	Trinity County, CA	1995	NA	5273	4502	771	14.6
CN0610700000000	06	107	Tulare County, CA	1995	NA	159505	132943	26562	16.7
CN0610900000000	06	109	Tuolumne County, CA	1995	NA	20105	17925	2180	10.8
CN0611100000000	06	111	Ventura County, CA	1995	NA	378845	350722	28123	7.4
CN0611300000000	06	113	Yolo County, CA	1995	NA	86521	80591	5930	6.9
CN0611500000000	06	115	Yuba County, CA	1995	NA	20950	17818	3132	14.9
CN0800100000000	08	001	Adams County, CO	1995	NA	165592	159031	6561	4
CN0800300000000	08	003	Alamosa County, CO	1995	NA	8004	7515	489	6.1
CN0800500000000	08	005	Arapahoe County, CO	1995	NA	268365	259960	8405	3.1
CN0800700000000	08	007	Archuleta County, CO	1995	NA	3643	3475	168	4.6
CN0800900000000	08	009	Baca County, CO	1995	NA	2226	2171	55	2.5
CN0801100000000	08	011	Bent County, CO	1995	NA	2307	2240	67	2.9
CN0801300000000	08	013	Boulder County, CO	1995	NA	153017	146918	6099	4
CN0801400000000	08	014	Broomfield County/city, CO	1995	NA	17315	16820	495	2.9
CN0801500000000	08	015	Chaffee County, CO	1995	NA	7217	6932	285	3.9
CN0801700000000	08	017	Cheyenne County, CO	1995	NA	1208	1171	37	3.1
CN0801900000000	08	019	Clear Creek County, CO	1995	NA	5272	5056	216	4.1
CN0802100000000	08	021	Conejos County, CO	1995	NA	3609	3299	310	8.6
CN0802300000000	08	023	Costilla County, CO	1995	NA	1583	1407	176	11.1
CN0802500000000	08	025	Crowley County, CO	1995	NA	1256	1210	46	3.7
CN0802700000000	08	027	Custer County, CO	1995	NA	1548	1485	63	4.1
CN0802900000000	08	029	Delta County, CO	1995	NA	10160	9564	596	5.9
CN0803100000000	08	031	Denver County/city, CO	1995	NA	279282	266257	13025	4.7
CN0803300000000	08	033	Dolores County, CO	1995	NA	640	584	56	8.8
CN0803500000000	08	035	Douglas County, CO	1995	NA	60187	58806	1381	2.3
CN0803700000000	08	037	Eagle County, CO	1995	NA	17775	17227	548	3.1
CN0803900000000	08	039	Elbert County, CO	1995	NA	8940	8583	357	4
CN0804100000000	08	041	El Paso County, CO	1995	NA	237452	226972	10480	4.4
CN0804300000000	08	043	Fremont County, CO	1995	NA	16468	15605	863	5.2
CN0804500000000	08	045	Garfield County, CO	1995	NA	20714	19904	810	3.9
CN0804700000000	08	047	Gilpin County, CO	1995	NA	3477	3394	83	2.4
CN0804900000000	08	049	Grand County, CO	1995	NA	5483	5321	162	3
CN0805100000000	08	051	Gunnison County, CO	1995	NA	7885	7404	481	6.1
CN0805300000000	08	053	Hinsdale County, CO	1995	NA	611	601	10	1.6
CN0805500000000	08	055	Huerfano County, CO	1995	NA	3195	2982	213	6.7
CN0805700000000	08	057	Jackson County, CO	1995	NA	923	859	64	6.9
CN0805900000000	08	059	Jefferson County, CO	1995	NA	295754	286558	9196	3.1
CN0806100000000	08	061	Kiowa County, CO	1995	NA	883	864	19	2.2
CN0806300000000	08	063	Kit Carson County, CO	1995	NA	3435	3334	101	2.9
CN0806500000000	08	065	Lake County, CO	1995	NA	3131	2980	151	4.8
CN0806700000000	08	067	La Plata County, CO	1995	NA	23531	22477	1054	4.5
CN0806900000000	08	069	Larimer County, CO	1995	NA	129548	124664	4884	3.8
CN0807100000000	08	071	Las Animas County, CO	1995	NA	6497	6168	329	5.1
CN0807300000000	08	073	Lincoln County, CO	1995	NA	2595	2533	62	2.4
CN0807500000000	08	075	Logan County, CO	1995	NA	10037	9714	323	3.2
CN0807700000000	08	077	Mesa County, CO	1995	NA	54526	51622	2904	5.3
CN0807900000000	08	079	Mineral County, CO	1995	NA	397	364	33	8.3
CN0808100000000	08	081	Moffat County, CO	1995	NA	6857	6463	394	5.7
CN0808300000000	08	083	Montezuma County, CO	1995	NA	11411	10636	775	6.8
CN0808500000000	08	085	Montrose County, CO	1995	NA	14899	14059	840	5.6
CN0808700000000	08	087	Morgan County, CO	1995	NA	13101	12652	449	3.4
CN0808900000000	08	089	Otero County, CO	1995	NA	9052	8571	481	5.3
CN0809100000000	08	091	Ouray County, CO	1995	NA	1692	1609	83	4.9
CN0809300000000	08	093	Park County, CO	1995	NA	7630	7332	298	3.9
CN0809500000000	08	095	Phillips County, CO	1995	NA	1980	1950	30	1.5
CN0809700000000	08	097	Pitkin County, CO	1995	NA	9082	8669	413	4.5
CN0809900000000	08	099	Prowers County, CO	1995	NA	6496	6223	273	4.2
CN0810100000000	08	101	Pueblo County, CO	1995	NA	57922	54588	3334	5.8
CN0810300000000	08	103	Rio Blanco County, CO	1995	NA	3459	3224	235	6.8
CN0810500000000	08	105	Rio Grande County, CO	1995	NA	5249	4807	442	8.4
CN0810700000000	08	107	Routt County, CO	1995	NA	10358	9939	419	4
CN0810900000000	08	109	Saguache County, CO	1995	NA	2677	2402	275	10.3
CN0811100000000	08	111	San Juan County, CO	1995	NA	280	235	45	16.1
CN0811300000000	08	113	San Miguel County, CO	1995	NA	4473	4293	180	4
CN0811500000000	08	115	Sedgwick County, CO	1995	NA	1241	1200	41	3.3
CN0811700000000	08	117	Summit County, CO	1995	NA	11500	11178	322	2.8
CN0811900000000	08	119	Teller County, CO	1995	NA	13088	12515	573	4.4
CN0812100000000	08	121	Washington County, CO	1995	NA	2372	2306	66	2.8
CN0812300000000	08	123	Weld County, CO	1995	NA	80199	76569	3630	4.5
CN0812500000000	08	125	Yuma County, CO	1995	NA	4281	4198	83	1.9
CN0900100000000	09	001	Fairfield County, CT	1995	NA	446228	424962	21266	4.8
CN0900300000000	09	003	Hartford County, CT	1995	NA	431297	404832	26465	6.1
CN0900500000000	09	005	Litchfield County, CT	1995	NA	100269	95579	4690	4.7
CN0900700000000	09	007	Middlesex County, CT	1995	NA	81788	77495	4293	5.2
CN0900900000000	09	009	New Haven County, CT	1995	NA	414486	390416	24070	5.8
CN0901100000000	09	011	New London County, CT	1995	NA	133330	126282	7048	5.3
CN0901300000000	09	013	Tolland County, CT	1995	NA	70223	66795	3428	4.9
CN0901500000000	09	015	Windham County, CT	1995	NA	56447	52699	3748	6.6
CN1000100000000	10	001	Kent County, DE	1995	NA	69913	66739	3174	4.5
CN1000300000000	10	003	New Castle County, DE	1995	NA	247420	237146	10274	4.2
CN1000500000000	10	005	Sussex County, DE	1995	NA	68504	65314	3190	4.7
CN1100100000000	11	001	District of Columbia	1995	NA	300085	273768	26317	8.8
CN1200100000000	12	001	Alachua County, FL	1995	NA	103623	100652	2971	2.9
CN1200300000000	12	003	Baker County, FL	1995	NA	8796	8316	480	5.5
CN1200500000000	12	005	Bay County, FL	1995	NA	64891	60547	4344	6.7
CN1200700000000	12	007	Bradford County, FL	1995	NA	9769	9403	366	3.7
CN1200900000000	12	009	Brevard County, FL	1995	NA	208467	194713	13754	6.6
CN1201100000000	12	011	Broward County, FL	1995	NA	745036	702194	42842	5.8
CN1201300000000	12	013	Calhoun County, FL	1995	NA	4849	4630	219	4.5
CN1201500000000	12	015	Charlotte County, FL	1995	NA	45334	43181	2153	4.7
CN1201700000000	12	017	Citrus County, FL	1995	NA	35387	32945	2442	6.9
CN1201900000000	12	019	Clay County, FL	1995	NA	64584	62620	1964	3
CN1202100000000	12	021	Collier County, FL	1995	NA	83763	77834	5929	7.1
CN1202300000000	12	023	Columbia County, FL	1995	NA	23235	21919	1316	5.7
CN1202700000000	12	027	DeSoto County, FL	1995	NA	10317	9634	683	6.6
CN1202900000000	12	029	Dixie County, FL	1995	NA	4147	3798	349	8.4
CN1203100000000	12	031	Duval County, FL	1995	NA	376576	362048	14528	3.9
CN1203300000000	12	033	Escambia County, FL	1995	NA	123831	118509	5322	4.3
CN1203500000000	12	035	Flagler County, FL	1995	NA	15180	14667	513	3.4
CN1203700000000	12	037	Franklin County, FL	1995	NA	4910	4697	213	4.3
CN1203900000000	12	039	Gadsden County, FL	1995	NA	19431	18601	830	4.3
CN1204100000000	12	041	Gilchrist County, FL	1995	NA	4375	4216	159	3.6
CN1204300000000	12	043	Glades County, FL	1995	NA	3552	3206	346	9.7
CN1204500000000	12	045	Gulf County, FL	1995	NA	5846	5513	333	5.7
CN1204700000000	12	047	Hamilton County, FL	1995	NA	3769	3516	253	6.7
CN1204900000000	12	049	Hardee County, FL	1995	NA	11444	9949	1495	13.1
CN1205100000000	12	051	Hendry County, FL	1995	NA	16626	14102	2524	15.2
CN1205300000000	12	053	Hernando County, FL	1995	NA	43602	41253	2349	5.4
CN1205500000000	12	055	Highlands County, FL	1995	NA	28587	26081	2506	8.8
CN1205700000000	12	057	Hillsborough County, FL	1995	NA	507720	485604	22116	4.4
