LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0100100000000	01	001	Autauga County, AL	2015	NA	25652	24321	1331	5.2
CN0100300000000	01	003	Baldwin County, AL	2015	NA	87872	83010	4862	5.5
CN0100500000000	01	005	Barbour County, AL	2015	NA	8625	7860	765	8.9
CN0100700000000	01	007	Bibb County, AL	2015	NA	8589	8021	568	6.6
CN0100900000000	01	009	Blount County, AL	2015	NA	24521	23198	1323	5.4
CN0101100000000	01	011	Bullock County, AL	2015	NA	4785	4406	379	7.9
CN0101300000000	01	013	Butler County, AL	2015	NA	9151	8457	694	7.6
CN0101500000000	01	015	Calhoun County, AL	2015	NA	45995	42764	3231	7
CN0101700000000	01	017	Chambers County, AL	2015	NA	15002	14097	905	6
CN0101900000000	01	019	Cherokee County, AL	2015	NA	11179	10570	609	5.4
CN0102100000000	01	021	Chilton County, AL	2015	NA	19171	18090	1081	5.6
CN0102300000000	01	023	Choctaw County, AL	2015	NA	4386	3988	398	9.1
CN0102500000000	01	025	Clarke County, AL	2015	NA	8006	7068	938	11.7
CN0102700000000	01	027	Clay County, AL	2015	NA	5559	5219	340	6.1
CN0102900000000	01	029	Cleburne County, AL	2015	NA	5688	5346	342	6
CN0103100000000	01	031	Coffee County, AL	2015	NA	20309	19100	1209	6
CN0103300000000	01	033	Colbert County, AL	2015	NA	23647	21776	1871	7.9
CN0103500000000	01	035	Conecuh County, AL	2015	NA	4690	4258	432	9.2
CN0103700000000	01	037	Coosa County, AL	2015	NA	4434	4138	296	6.7
CN0103900000000	01	039	Covington County, AL	2015	NA	15487	14382	1105	7.1
CN0104100000000	01	041	Crenshaw County, AL	2015	NA	6367	5986	381	6
CN0104300000000	01	043	Cullman County, AL	2015	NA	36456	34541	1915	5.3
CN0104500000000	01	045	Dale County, AL	2015	NA	19875	18612	1263	6.4
CN0104700000000	01	047	Dallas County, AL	2015	NA	15617	14122	1495	9.6
CN0104900000000	01	049	DeKalb County, AL	2015	NA	28822	27076	1746	6.1
CN0105100000000	01	051	Elmore County, AL	2015	NA	36814	34967	1847	5
CN0105300000000	01	053	Escambia County, AL	2015	NA	14624	13598	1026	7
CN0105500000000	01	055	Etowah County, AL	2015	NA	42767	40126	2641	6.2
CN0105700000000	01	057	Fayette County, AL	2015	NA	6434	5983	451	7
CN0105900000000	01	059	Franklin County, AL	2015	NA	13687	12807	880	6.4
CN0106100000000	01	061	Geneva County, AL	2015	NA	10807	10168	639	5.9
CN0106300000000	01	063	Greene County, AL	2015	NA	2883	2564	319	11.1
CN0106500000000	01	065	Hale County, AL	2015	NA	6058	5588	470	7.8
CN0106700000000	01	067	Henry County, AL	2015	NA	6729	6272	457	6.8
CN0106900000000	01	069	Houston County, AL	2015	NA	44627	41850	2777	6.2
CN0107100000000	01	071	Jackson County, AL	2015	NA	23506	21944	1562	6.6
CN0107300000000	01	073	Jefferson County, AL	2015	NA	311481	293544	17937	5.8
CN0107500000000	01	075	Lamar County, AL	2015	NA	5626	5271	355	6.3
CN0107700000000	01	077	Lauderdale County, AL	2015	NA	42725	39766	2959	6.9
CN0107900000000	01	079	Lawrence County, AL	2015	NA	13698	12641	1057	7.7
CN0108100000000	01	081	Lee County, AL	2015	NA	70996	67274	3722	5.2
CN0108300000000	01	083	Limestone County, AL	2015	NA	40022	37833	2189	5.5
CN0108500000000	01	085	Lowndes County, AL	2015	NA	3834	3392	442	11.5
CN0108700000000	01	087	Macon County, AL	2015	NA	7983	7341	642	8
CN0108900000000	01	089	Madison County, AL	2015	NA	171217	161839	9378	5.5
CN0109100000000	01	091	Marengo County, AL	2015	NA	7419	6853	566	7.6
CN0109300000000	01	093	Marion County, AL	2015	NA	12506	11638	868	6.9
CN0109500000000	01	095	Marshall County, AL	2015	NA	40466	38126	2340	5.8
CN0109700000000	01	097	Mobile County, AL	2015	NA	187264	174405	12859	6.9
CN0109900000000	01	099	Monroe County, AL	2015	NA	7353	6614	739	10.1
CN0110100000000	01	101	Montgomery County, AL	2015	NA	105246	98841	6405	6.1
CN0110300000000	01	103	Morgan County, AL	2015	NA	55016	51781	3235	5.9
CN0110500000000	01	105	Perry County, AL	2015	NA	3491	3143	348	10
CN0110700000000	01	107	Pickens County, AL	2015	NA	8022	7480	542	6.8
CN0110900000000	01	109	Pike County, AL	2015	NA	14967	13984	983	6.6
CN0111100000000	01	111	Randolph County, AL	2015	NA	9451	8894	557	5.9
CN0111300000000	01	113	Russell County, AL	2015	NA	24152	22720	1432	5.9
CN0111500000000	01	115	St. Clair County, AL	2015	NA	38638	36625	2013	5.2
CN0111700000000	01	117	Shelby County, AL	2015	NA	108408	103851	4557	4.2
CN0111900000000	01	119	Sumter County, AL	2015	NA	5117	4709	408	8
CN0112100000000	01	121	Talladega County, AL	2015	NA	35198	32890	2308	6.6
CN0112300000000	01	123	Tallapoosa County, AL	2015	NA	18776	17633	1143	6.1
CN0112500000000	01	125	Tuscaloosa County, AL	2015	NA	99051	93669	5382	5.4
CN0112700000000	01	127	Walker County, AL	2015	NA	25610	23762	1848	7.2
CN0112900000000	01	129	Washington County, AL	2015	NA	6711	6114	597	8.9
CN0113100000000	01	131	Wilcox County, AL	2015	NA	2829	2415	414	14.6
CN0113300000000	01	133	Winston County, AL	2015	NA	9393	8686	707	7.5
CN0201300000000	02	013	Aleutians East Borough, AK	2015	NA	2475	2396	79	3.2
CN0201600000000	02	016	Aleutians West Census Area, AK	2015	NA	4065	3908	157	3.9
CN0202000000000	02	020	Anchorage Borough/municipality, AK	2015	NA	156755	148856	7899	5
CN0205000000000	02	050	Bethel Census Area, AK	2015	NA	7363	6304	1059	14.4
CN0206000000000	02	060	Bristol Bay Borough, AK	2015	NA	382	346	36	9.4
CN0206800000000	02	068	Denali Borough, AK	2015	NA	1071	977	94	8.8
CN0207000000000	02	070	Dillingham Census Area, AK	2015	NA	2040	1843	197	9.7
CN0209000000000	02	090	Fairbanks North Star Borough, AK	2015	NA	46396	43863	2533	5.5
CN0210000000000	02	100	Haines Borough, AK	2015	NA	1087	980	107	9.8
CN0210500000000	02	105	Hoonah-Angoon Census Area, AK	2015	NA	1134	962	172	15.2
CN0211000000000	02	110	Juneau Borough/city, AK	2015	NA	17090	16284	806	4.7
