LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0100100000000	01	001	Autauga County, AL	2002	NA	22094	21035	1059	4.8
CN0100300000000	01	003	Baldwin County, AL	2002	NA	69169	65691	3478	5
CN0100500000000	01	005	Barbour County, AL	2002	NA	10971	10125	846	7.7
CN0100700000000	01	007	Bibb County, AL	2002	NA	8933	8309	624	7
CN0100900000000	01	009	Blount County, AL	2002	NA	25757	24366	1391	5.4
CN0101100000000	01	011	Bullock County, AL	2002	NA	3877	3483	394	10.2
CN0101300000000	01	013	Butler County, AL	2002	NA	9144	8424	720	7.9
CN0101500000000	01	015	Calhoun County, AL	2002	NA	51952	48851	3101	6
CN0101700000000	01	017	Chambers County, AL	2002	NA	17158	16010	1148	6.7
CN0101900000000	01	019	Cherokee County, AL	2002	NA	11555	11007	548	4.7
CN0102100000000	01	021	Chilton County, AL	2002	NA	19393	18403	990	5.1
CN0102300000000	01	023	Choctaw County, AL	2002	NA	5731	5224	507	8.8
CN0102500000000	01	025	Clarke County, AL	2002	NA	10718	9747	971	9.1
CN0102700000000	01	027	Clay County, AL	2002	NA	6146	5763	383	6.2
CN0102900000000	01	029	Cleburne County, AL	2002	NA	6774	6436	338	5
CN0103100000000	01	031	Coffee County, AL	2002	NA	19300	18301	999	5.2
CN0103300000000	01	033	Colbert County, AL	2002	NA	24971	22891	2080	8.3
CN0103500000000	01	035	Conecuh County, AL	2002	NA	5163	4740	423	8.2
CN0103700000000	01	037	Coosa County, AL	2002	NA	5182	4699	483	9.3
CN0103900000000	01	039	Covington County, AL	2002	NA	17095	16082	1013	5.9
CN0104100000000	01	041	Crenshaw County, AL	2002	NA	5827	5473	354	6.1
CN0104300000000	01	043	Cullman County, AL	2002	NA	37936	35655	2281	6
CN0104500000000	01	045	Dale County, AL	2002	NA	20260	19107	1153	5.7
CN0104700000000	01	047	Dallas County, AL	2002	NA	17135	15181	1954	11.4
CN0104900000000	01	049	DeKalb County, AL	2002	NA	32384	30717	1667	5.1
CN0105100000000	01	051	Elmore County, AL	2002	NA	31677	30160	1517	4.8
CN0105300000000	01	053	Escambia County, AL	2002	NA	14917	13619	1298	8.7
CN0105500000000	01	055	Etowah County, AL	2002	NA	46892	43899	2993	6.4
CN0105700000000	01	057	Fayette County, AL	2002	NA	7881	7209	672	8.5
CN0105900000000	01	059	Franklin County, AL	2002	NA	13686	12154	1532	11.2
CN0106100000000	01	061	Geneva County, AL	2002	NA	11709	11131	578	4.9
CN0106300000000	01	063	Greene County, AL	2002	NA	3522	3224	298	8.5
CN0106500000000	01	065	Hale County, AL	2002	NA	7054	6462	592	8.4
CN0106700000000	01	067	Henry County, AL	2002	NA	7530	7075	455	6
CN0106900000000	01	069	Houston County, AL	2002	NA	44752	42631	2121	4.7
CN0107100000000	01	071	Jackson County, AL	2002	NA	26798	24913	1885	7
CN0107300000000	01	073	Jefferson County, AL	2002	NA	322122	305378	16744	5.2
CN0107500000000	01	075	Lamar County, AL	2002	NA	6961	6374	587	8.4
CN0107700000000	01	077	Lauderdale County, AL	2002	NA	41969	38359	3610	8.6
CN0107900000000	01	079	Lawrence County, AL	2002	NA	16093	15001	1092	6.8
CN0108100000000	01	081	Lee County, AL	2002	NA	59209	56499	2710	4.6
CN0108300000000	01	083	Limestone County, AL	2002	NA	33129	31358	1771	5.3
CN0108500000000	01	085	Lowndes County, AL	2002	NA	5032	4584	448	8.9
CN0108700000000	01	087	Macon County, AL	2002	NA	8762	8197	565	6.4
CN0108900000000	01	089	Madison County, AL	2002	NA	149904	143021	6883	4.6
CN0109100000000	01	091	Marengo County, AL	2002	NA	8975	8404	571	6.4
CN0109300000000	01	093	Marion County, AL	2002	NA	12647	11542	1105	8.7
CN0109500000000	01	095	Marshall County, AL	2002	NA	40340	37942	2398	5.9
CN0109700000000	01	097	Mobile County, AL	2002	NA	181590	169842	11748	6.5
CN0109900000000	01	099	Monroe County, AL	2002	NA	9708	8888	820	8.4
CN0110100000000	01	101	Montgomery County, AL	2002	NA	103870	98333	5537	5.3
CN0110300000000	01	103	Morgan County, AL	2002	NA	55311	51794	3517	6.4
CN0110500000000	01	105	Perry County, AL	2002	NA	3847	3393	454	11.8
CN0110700000000	01	107	Pickens County, AL	2002	NA	8248	7569	679	8.2
CN0110900000000	01	109	Pike County, AL	2002	NA	13707	12888	819	6
CN0111100000000	01	111	Randolph County, AL	2002	NA	9682	9025	657	6.8
CN0111300000000	01	113	Russell County, AL	2002	NA	21454	19951	1503	7
CN0111500000000	01	115	St. Clair County, AL	2002	NA	31935	30304	1631	5.1
CN0111700000000	01	117	Shelby County, AL	2002	NA	85670	82640	3030	3.5
CN0111900000000	01	119	Sumter County, AL	2002	NA	5100	4642	458	9
CN0112100000000	01	121	Talladega County, AL	2002	NA	37297	34552	2745	7.4
CN0112300000000	01	123	Tallapoosa County, AL	2002	NA	18860	17377	1483	7.9
CN0112500000000	01	125	Tuscaloosa County, AL	2002	NA	81553	77763	3790	4.6
CN0112700000000	01	127	Walker County, AL	2002	NA	30684	28737	1947	6.3
CN0112900000000	01	129	Washington County, AL	2002	NA	7167	6423	744	10.4
CN0113100000000	01	131	Wilcox County, AL	2002	NA	3816	3380	436	11.4
CN0113300000000	01	133	Winston County, AL	2002	NA	10478	9561	917	8.8
CN0201300000000	02	013	Aleutians East Borough, AK	2002	NA	969	883	86	8.9
CN0201600000000	02	016	Aleutians West Census Area, AK	2002	NA	2733	2560	173	6.3
CN0202000000000	02	020	Anchorage Borough/municipality, AK	2002	NA	143887	135505	8382	5.8
CN0205000000000	02	050	Bethel Census Area, AK	2002	NA	6835	6109	726	10.6
CN0206000000000	02	060	Bristol Bay Borough, AK	2002	NA	905	844	61	6.7
CN0206800000000	02	068	Denali Borough, AK	2002	NA	1523	1411	112	7.4
