LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0100100000000	01	001	Autauga County, AL	1990	NA	16908	15813	1095	6.5
CN0100300000000	01	003	Baldwin County, AL	1990	NA	46824	44379	2445	5.2
CN0100500000000	01	005	Barbour County, AL	1990	NA	11490	10592	898	7.8
CN0100700000000	01	007	Bibb County, AL	1990	NA	7434	6758	676	9.1
CN0100900000000	01	009	Blount County, AL	1990	NA	19168	17955	1213	6.3
CN0101100000000	01	011	Bullock County, AL	1990	NA	4407	3859	548	12.4
CN0101300000000	01	013	Butler County, AL	1990	NA	8838	7705	1133	12.8
CN0101500000000	01	015	Calhoun County, AL	1990	NA	51519	47840	3679	7.1
CN0101700000000	01	017	Chambers County, AL	1990	NA	17705	16432	1273	7.2
CN0101900000000	01	019	Cherokee County, AL	1990	NA	9644	8693	951	9.9
CN0102100000000	01	021	Chilton County, AL	1990	NA	15187	13833	1354	8.9
CN0102300000000	01	023	Choctaw County, AL	1990	NA	6711	5867	844	12.6
CN0102500000000	01	025	Clarke County, AL	1990	NA	11711	10756	955	8.2
CN0102700000000	01	027	Clay County, AL	1990	NA	6338	5889	449	7.1
CN0102900000000	01	029	Cleburne County, AL	1990	NA	6279	5868	411	6.5
CN0103100000000	01	031	Coffee County, AL	1990	NA	18836	17647	1189	6.3
CN0103300000000	01	033	Colbert County, AL	1990	NA	24501	22526	1975	8.1
CN0103500000000	01	035	Conecuh County, AL	1990	NA	5763	5202	561	9.7
CN0103700000000	01	037	Coosa County, AL	1990	NA	4983	4663	320	6.4
CN0103900000000	01	039	Covington County, AL	1990	NA	17161	15834	1327	7.7
CN0104100000000	01	041	Crenshaw County, AL	1990	NA	6082	5629	453	7.4
CN0104300000000	01	043	Cullman County, AL	1990	NA	32848	30527	2321	7.1
CN0104500000000	01	045	Dale County, AL	1990	NA	20535	19384	1151	5.6
CN0104700000000	01	047	Dallas County, AL	1990	NA	19459	17096	2363	12.1
CN0104900000000	01	049	DeKalb County, AL	1990	NA	27386	25349	2037	7.4
CN0105100000000	01	051	Elmore County, AL	1990	NA	22533	21150	1383	6.1
CN0105300000000	01	053	Escambia County, AL	1990	NA	15003	13706	1297	8.6
CN0105500000000	01	055	Etowah County, AL	1990	NA	46628	41522	5106	11
CN0105700000000	01	057	Fayette County, AL	1990	NA	8493	7658	835	9.8
CN0105900000000	01	059	Franklin County, AL	1990	NA	13641	12098	1543	11.3
CN0106100000000	01	061	Geneva County, AL	1990	NA	11109	10584	525	4.7
CN0106300000000	01	063	Greene County, AL	1990	NA	3777	3338	439	11.6
CN0106500000000	01	065	Hale County, AL	1990	NA	6204	5725	479	7.7
CN0106700000000	01	067	Henry County, AL	1990	NA	6867	6539	328	4.8
CN0106900000000	01	069	Houston County, AL	1990	NA	40846	39065	1781	4.4
CN0107100000000	01	071	Jackson County, AL	1990	NA	23677	21518	2159	9.1
CN0107300000000	01	073	Jefferson County, AL	1990	NA	311022	295321	15701	5
CN0107500000000	01	075	Lamar County, AL	1990	NA	7689	7077	612	8
CN0107700000000	01	077	Lauderdale County, AL	1990	NA	38029	35389	2640	6.9
CN0107900000000	01	079	Lawrence County, AL	1990	NA	15140	13875	1265	8.4
CN0108100000000	01	081	Lee County, AL	1990	NA	43457	40802	2655	6.1
CN0108300000000	01	083	Limestone County, AL	1990	NA	26653	24914	1739	6.5
CN0108500000000	01	085	Lowndes County, AL	1990	NA	4826	4068	758	15.7
CN0108700000000	01	087	Macon County, AL	1990	NA	9220	8396	824	8.9
CN0108900000000	01	089	Madison County, AL	1990	NA	128780	122589	6191	4.8
CN0109100000000	01	091	Marengo County, AL	1990	NA	9836	9178	658	6.7
CN0109300000000	01	093	Marion County, AL	1990	NA	14401	12374	2027	14.1
CN0109500000000	01	095	Marshall County, AL	1990	NA	35256	32102	3154	8.9
CN0109700000000	01	097	Mobile County, AL	1990	NA	171019	159194	11825	6.9
CN0109900000000	01	099	Monroe County, AL	1990	NA	10320	9236	1084	10.5
CN0110100000000	01	101	Montgomery County, AL	1990	NA	100926	94637	6289	6.2
CN0110300000000	01	103	Morgan County, AL	1990	NA	50464	47234	3230	6.4
CN0110500000000	01	105	Perry County, AL	1990	NA	4860	4229	631	13
CN0110700000000	01	107	Pickens County, AL	1990	NA	8606	7818	788	9.2
CN0110900000000	01	109	Pike County, AL	1990	NA	12309	11564	745	6.1
CN0111100000000	01	111	Randolph County, AL	1990	NA	9278	8561	717	7.7
CN0111300000000	01	113	Russell County, AL	1990	NA	21686	19926	1760	8.1
CN0111500000000	01	115	St. Clair County, AL	1990	NA	23395	22102	1293	5.5
CN0111700000000	01	117	Shelby County, AL	1990	NA	53271	51538	1733	3.3
CN0111900000000	01	119	Sumter County, AL	1990	NA	5999	5416	583	9.7
CN0112100000000	01	121	Talladega County, AL	1990	NA	33647	30550	3097	9.2
CN0112300000000	01	123	Tallapoosa County, AL	1990	NA	19241	18006	1235	6.4
CN0112500000000	01	125	Tuscaloosa County, AL	1990	NA	70025	66816	3209	4.6
CN0112700000000	01	127	Walker County, AL	1990	NA	30210	27387	2823	9.3
CN0112900000000	01	129	Washington County, AL	1990	NA	6598	5893	705	10.7
CN0113100000000	01	131	Wilcox County, AL	1990	NA	4239	3714	525	12.4
CN0113300000000	01	133	Winston County, AL	1990	NA	10482	9241	1241	11.8
CN0201300000000	02	013	Aleutians East Borough, AK	1990	NA	1303	1298	5	0.4
CN0201600000000	02	016	Aleutians West Census Area, AK	1990	NA	3542	3525	17	0.5
CN0202000000000	02	020	Anchorage Borough/municipality, AK	1990	NA	122065	115696	6369	5.2
CN0205000000000	02	050	Bethel Census Area, AK	1990	NA	4041	3748	293	7.3
CN0206000000000	02	060	Bristol Bay Borough, AK	1990	NA	473	453	20	4.2
CN0206800000000	02	068	Denali Borough, AK	1990	NA	992	860	132	13.3
CN0207000000000	02	070	Dillingham Census Area, AK	1990	NA	1212	1131	81	6.7
CN0209000000000	02	090	Fairbanks North Star Borough, AK	1990	NA	35580	32503	3077	8.6
CN0210000000000	02	100	Haines Borough, AK	1990	NA	1084	1006	78	7.2
CN0211000000000	02	110	Juneau Borough/city, AK	1990	NA	15089	14298	791	5.2
CN0212200000000	02	122	Kenai Peninsula Borough, AK	1990	NA	18799	16546	2253	12
CN0213000000000	02	130	Ketchikan Gateway Borough, AK	1990	NA	7432	6845	587	7.9
CN0215000000000	02	150	Kodiak Island Borough, AK	1990	NA	6300	5964	336	5.3
CN0215800000000	02	158	Kusilvak Census Area, AK	1990	NA	1365	1200	165	12.1
CN0216400000000	02	164	Lake and Peninsula Borough, AK	1990	NA	441	414	27	6.1
CN0217000000000	02	170	Matanuska-Susitna Borough, AK	1990	NA	17861	15691	2170	12.1
CN0218000000000	02	180	Nome Census Area, AK	1990	NA	3157	2867	290	9.2
CN0218500000000	02	185	North Slope Borough, AK	1990	NA	2797	2696	101	3.6
CN0218800000000	02	188	Northwest Arctic Borough, AK	1990	NA	2105	1791	314	14.9
CN0220100000000	02	201	Prince of Wales-Outer Ketchikan Census Area, AK	1990	NA	2883	2563	320	11.1
CN0222000000000	02	220	Sitka Borough/city, AK	1990	NA	4463	4232	231	5.2
CN0223200000000	02	232	Skagway-Hoonah-Angoon Census Area, AK	1990	NA	2506	2247	259	10.3
CN0224000000000	02	240	Southeast Fairbanks Census Area, AK	1990	NA	2228	1944	284	12.7
CN0226100000000	02	261	Valdez-Cordova Census Area, AK	1990	NA	5170	4585	585	11.3
CN0228000000000	02	280	Wrangell-Petersburg Census Area, AK	1990	NA	3589	3274	315	8.8
CN0229000000000	02	290	Yukon-Koyukuk Census Area, AK	1990	NA	1945	1662	283	14.6
CN0400100000000	04	001	Apache County, AZ	1990	NA	17290	15029	2261	13.1
CN0400300000000	04	003	Cochise County, AZ	1990	NA	36825	34446	2379	6.5
CN0400500000000	04	005	Coconino County, AZ	1990	NA	48124	44510	3614	7.5
CN0400700000000	04	007	Gila County, AZ	1990	NA	15555	14406	1149	7.4
CN0400900000000	04	009	Graham County, AZ	1990	NA	8998	8366	632	7
CN0401100000000	04	011	Greenlee County, AZ	1990	NA	3375	3154	221	6.5
CN0401200000000	04	012	La Paz County, AZ	1990	NA	5444	5074	370	6.8
CN0401300000000	04	013	Maricopa County, AZ	1990	NA	1115127	1067092	48035	4.3
CN0401500000000	04	015	Mohave County, AZ	1990	NA	44563	42396	2167	4.9
CN0401700000000	04	017	Navajo County, AZ	1990	NA	26437	23572	2865	10.8
CN0401900000000	04	019	Pima County, AZ	1990	NA	314226	299908	14318	4.6
CN0402100000000	04	021	Pinal County, AZ	1990	NA	45487	42655	2832	6.2
CN0402300000000	04	023	Santa Cruz County, AZ	1990	NA	12810	11080	1730	13.5
CN0402500000000	04	025	Yavapai County, AZ	1990	NA	44961	42926	2035	4.5
CN0402700000000	04	027	Yuma County, AZ	1990	NA	46964	37263	9701	20.7
CN0500100000000	05	001	Arkansas County, AR	1990	NA	10236	9754	482	4.7
CN0500300000000	05	003	Ashley County, AR	1990	NA	10961	10305	656	6
CN0500500000000	05	005	Baxter County, AR	1990	NA	11933	11208	725	6.1
CN0500700000000	05	007	Benton County, AR	1990	NA	49044	47259	1785	3.6
CN0500900000000	05	009	Boone County, AR	1990	NA	13887	13099	788	5.7
CN0501100000000	05	011	Bradley County, AR	1990	NA	5202	4711	491	9.4
CN0501300000000	05	013	Calhoun County, AR	1990	NA	2641	2334	307	11.6
CN0501500000000	05	015	Carroll County, AR	1990	NA	9949	9355	594	6
CN0501700000000	05	017	Chicot County, AR	1990	NA	5992	5365	627	10.5
CN0501900000000	05	019	Clark County, AR	1990	NA	10017	9269	748	7.5
CN0502100000000	05	021	Clay County, AR	1990	NA	8146	7574	572	7
CN0502300000000	05	023	Cleburne County, AR	1990	NA	8755	8137	618	7.1
CN0502500000000	05	025	Cleveland County, AR	1990	NA	3511	3273	238	6.8
CN0502700000000	05	027	Columbia County, AR	1990	NA	11840	10958	882	7.4
CN0502900000000	05	029	Conway County, AR	1990	NA	8962	8400	562	6.3
CN0503100000000	05	031	Craighead County, AR	1990	NA	37054	34882	2172	5.9
CN0503300000000	05	033	Crawford County, AR	1990	NA	21019	19264	1755	8.3
CN0503500000000	05	035	Crittenden County, AR	1990	NA	22821	21114	1707	7.5
CN0503700000000	05	037	Cross County, AR	1990	NA	8568	7848	720	8.4
CN0503900000000	05	039	Dallas County, AR	1990	NA	4255	3897	358	8.4
CN0504100000000	05	041	Desha County, AR	1990	NA	6877	6156	721	10.5
CN0504300000000	05	043	Drew County, AR	1990	NA	8648	7883	765	8.8
CN0504500000000	05	045	Faulkner County, AR	1990	NA	32081	29731	2350	7.3
CN0504700000000	05	047	Franklin County, AR	1990	NA	7181	6594	587	8.2
CN0504900000000	05	049	Fulton County, AR	1990	NA	4048	3794	254	6.3
CN0505100000000	05	051	Garland County, AR	1990	NA	32255	30115	2140	6.6
CN0505300000000	05	053	Grant County, AR	1990	NA	6859	6506	353	5.1
CN0505500000000	05	055	Greene County, AR	1990	NA	15650	14561	1089	7
CN0505700000000	05	057	Hempstead County, AR	1990	NA	10269	9362	907	8.8
CN0505900000000	05	059	Hot Spring County, AR	1990	NA	11496	10476	1020	8.9
CN0506100000000	05	061	Howard County, AR	1990	NA	6569	6041	528	8
CN0506300000000	05	063	Independence County, AR	1990	NA	15712	14569	1143	7.3
CN0506500000000	05	065	Izard County, AR	1990	NA	4551	4317	234	5.1
CN0506700000000	05	067	Jackson County, AR	1990	NA	8438	7468	970	11.5
CN0506900000000	05	069	Jefferson County, AR	1990	NA	38254	34788	3466	9.1
CN0507100000000	05	071	Johnson County, AR	1990	NA	8227	7543	684	8.3
CN0507300000000	05	073	Lafayette County, AR	1990	NA	3713	3434	279	7.5
CN0507500000000	05	075	Lawrence County, AR	1990	NA	7789	6948	841	10.8
CN0507700000000	05	077	Lee County, AR	1990	NA	4629	4082	547	11.8
CN0507900000000	05	079	Lincoln County, AR	1990	NA	4682	4318	364	7.8
CN0508100000000	05	081	Little River County, AR	1990	NA	7186	6857	329	4.6
CN0508300000000	05	083	Logan County, AR	1990	NA	9293	8702	591	6.4
CN0508500000000	05	085	Lonoke County, AR	1990	NA	19736	18555	1181	6
CN0508700000000	05	087	Madison County, AR	1990	NA	6041	5751	290	4.8
CN0508900000000	05	089	Marion County, AR	1990	NA	4938	4595	343	6.9
CN0509100000000	05	091	Miller County, AR	1990	NA	17158	16124	1034	6
CN0509300000000	05	093	Mississippi County, AR	1990	NA	24993	22622	2371	9.5
CN0509500000000	05	095	Monroe County, AR	1990	NA	4466	4123	343	7.7
CN0509700000000	05	097	Montgomery County, AR	1990	NA	3395	3268	127	3.7
CN0509900000000	05	099	Nevada County, AR	1990	NA	4627	4145	482	10.4
CN0510100000000	05	101	Newton County, AR	1990	NA	2986	2746	240	8
CN0510300000000	05	103	Ouachita County, AR	1990	NA	14675	12637	2038	13.9
CN0510500000000	05	105	Perry County, AR	1990	NA	3789	3477	312	8.2
CN0510700000000	05	107	Phillips County, AR	1990	NA	10678	9487	1191	11.2
CN0510900000000	05	109	Pike County, AR	1990	NA	4640	4192	448	9.7
CN0511100000000	05	111	Poinsett County, AR	1990	NA	11278	10181	1097	9.7
CN0511300000000	05	113	Polk County, AR	1990	NA	7730	7366	364	4.7
CN0511500000000	05	115	Pope County, AR	1990	NA	23707	22176	1531	6.5
CN0511700000000	05	117	Prairie County, AR	1990	NA	4380	4096	284	6.5
CN0511900000000	05	119	Pulaski County, AR	1990	NA	187172	176954	10218	5.5
CN0512100000000	05	121	Randolph County, AR	1990	NA	7311	6620	691	9.5
CN0512300000000	05	123	St. Francis County, AR	1990	NA	11533	10176	1357	11.8
CN0512500000000	05	125	Saline County, AR	1990	NA	33735	31839	1896	5.6
CN0512700000000	05	127	Scott County, AR	1990	NA	4745	4417	328	6.9
CN0512900000000	05	129	Searcy County, AR	1990	NA	3195	2915	280	8.8
CN0513100000000	05	131	Sebastian County, AR	1990	NA	52748	48914	3834	7.3
CN0513300000000	05	133	Sevier County, AR	1990	NA	6465	6184	281	4.3
CN0513500000000	05	135	Sharp County, AR	1990	NA	5031	4651	380	7.6
CN0513700000000	05	137	Stone County, AR	1990	NA	4376	4069	307	7
CN0513900000000	05	139	Union County, AR	1990	NA	20893	19437	1456	7
CN0514100000000	05	141	Van Buren County, AR	1990	NA	5596	5087	509	9.1
CN0514300000000	05	143	Washington County, AR	1990	NA	61413	59077	2336	3.8
CN0514500000000	05	145	White County, AR	1990	NA	26461	23862	2599	9.8
CN0514700000000	05	147	Woodruff County, AR	1990	NA	4065	3637	428	10.5
CN0514900000000	05	149	Yell County, AR	1990	NA	8680	8204	476	5.5
CN0600100000000	06	001	Alameda County, CA	1990	NA	677363	649906	27457	4.1
CN0600300000000	06	003	Alpine County, CA	1990	NA	375	339	36	9.6
CN0600500000000	06	005	Amador County, CA	1990	NA	11454	10860	594	5.2
CN0600700000000	06	007	Butte County, CA	1990	NA	78802	72166	6636	8.4
CN0600900000000	06	009	Calaveras County, CA	1990	NA	13447	12530	917	6.8
CN0601100000000	06	011	Colusa County, CA	1990	NA	8007	6863	1144	14.3
CN0601300000000	06	013	Contra Costa County, CA	1990	NA	435286	417800	17486	4
CN0601500000000	06	015	Del Norte County, CA	1990	NA	9609	8451	1158	12.1
CN0601700000000	06	017	El Dorado County, CA	1990	NA	63836	60985	2851	4.5
CN0601900000000	06	019	Fresno County, CA	1990	NA	328726	290446	38280	11.6
CN0602100000000	06	021	Glenn County, CA	1990	NA	11251	9846	1405	12.5
CN0602300000000	06	023	Humboldt County, CA	1990	NA	56261	51806	4455	7.9
CN0602500000000	06	025	Imperial County, CA	1990	NA	47316	35250	12066	25.5
CN0602700000000	06	027	Inyo County, CA	1990	NA	7011	6510	501	7.1
CN0602900000000	06	029	Kern County, CA	1990	NA	256820	228826	27994	10.9
CN0603100000000	06	031	Kings County, CA	1990	NA	37576	33354	4222	11.2
CN0603300000000	06	033	Lake County, CA	1990	NA	19974	18201	1773	8.9
CN0603500000000	06	035	Lassen County, CA	1990	NA	9981	9000	981	9.8
CN0603700000000	06	037	Los Angeles County, CA	1990	NA	4498714	4233137	265577	5.9
CN0603900000000	06	039	Madera County, CA	1990	NA	41555	35949	5606	13.5
CN0604100000000	06	041	Marin County, CA	1990	NA	131883	128558	3325	2.5
CN0604300000000	06	043	Mariposa County, CA	1990	NA	6775	6391	384	5.7
CN0604500000000	06	045	Mendocino County, CA	1990	NA	38746	35789	2957	7.6
CN0604700000000	06	047	Merced County, CA	1990	NA	76906	67023	9883	12.9
CN0604900000000	06	049	Modoc County, CA	1990	NA	3763	3400	363	9.6
CN0605100000000	06	051	Mono County, CA	1990	NA	5719	5380	339	5.9
CN0605300000000	06	053	Monterey County, CA	1990	NA	172728	156047	16681	9.7
CN0605500000000	06	055	Napa County, CA	1990	NA	56419	54087	2332	4.1
CN0605700000000	06	057	Nevada County, CA	1990	NA	36028	34296	1732	4.8
CN0605900000000	06	059	Orange County, CA	1990	NA	1352949	1305680	47269	3.5
CN0606100000000	06	061	Placer County, CA	1990	NA	89541	85760	3781	4.2
CN0606300000000	06	063	Plumas County, CA	1990	NA	9470	8530	940	9.9
CN0606500000000	06	065	Riverside County, CA	1990	NA	536605	498129	38476	7.2
CN0606700000000	06	067	Sacramento County, CA	1990	NA	522264	498324	23940	4.6
CN0606900000000	06	069	San Benito County, CA	1990	NA	20941	18391	2550	12.2
CN0607100000000	06	071	San Bernardino County, CA	1990	NA	635154	599384	35770	5.6
CN0607300000000	06	073	San Diego County, CA	1990	NA	1215062	1158861	56201	4.6
CN0607500000000	06	075	San Francisco County/city, CA	1990	NA	409356	393929	15427	3.8
CN0607700000000	06	077	San Joaquin County, CA	1990	NA	227060	204547	22513	9.9
CN0607900000000	06	079	San Luis Obispo County, CA	1990	NA	99766	95144	4622	4.6
CN0608100000000	06	081	San Mateo County, CA	1990	NA	370206	360492	9714	2.6
CN0608300000000	06	083	Santa Barbara County, CA	1990	NA	192547	183121	9426	4.9
CN0608500000000	06	085	Santa Clara County, CA	1990	NA	852348	818551	33797	4
CN0608700000000	06	087	Santa Cruz County, CA	1990	NA	135694	125920	9774	7.2
CN0608900000000	06	089	Shasta County, CA	1990	NA	67692	61850	5842	8.6
CN0609100000000	06	091	Sierra County, CA	1990	NA	1628	1451	177	10.9
CN0609300000000	06	093	Siskiyou County, CA	1990	NA	19437	17066	2371	12.2
CN0609500000000	06	095	Solano County, CA	1990	NA	164884	156976	7908	4.8
CN0609700000000	06	097	Sonoma County, CA	1990	NA	206269	198268	8001	3.9
CN0609900000000	06	099	Stanislaus County, CA	1990	NA	180443	159054	21389	11.9
CN0610100000000	06	101	Sutter County, CA	1990	NA	33135	28457	4678	14.1
CN0610300000000	06	103	Tehama County, CA	1990	NA	19924	17930	1994	10
CN0610500000000	06	105	Trinity County, CA	1990	NA	5344	4677	667	12.5
CN0610700000000	06	107	Tulare County, CA	1990	NA	145783	127785	17998	12.3
CN0610900000000	06	109	Tuolumne County, CA	1990	NA	19871	18532	1339	6.7
CN0611100000000	06	111	Ventura County, CA	1990	NA	366564	345433	21131	5.8
CN0611300000000	06	113	Yolo County, CA	1990	NA	74016	68936	5080	6.9
CN0611500000000	06	115	Yuba County, CA	1990	NA	22146	19785	2361	10.7
CN0800100000000	08	001	Adams County, CO	1990	NA	140544	132385	8159	5.8
CN0800300000000	08	003	Alamosa County, CO	1990	NA	6736	6243	493	7.3
CN0800500000000	08	005	Arapahoe County, CO	1990	NA	224903	216329	8574	3.8
CN0800700000000	08	007	Archuleta County, CO	1990	NA	2681	2542	139	5.2
CN0800900000000	08	009	Baca County, CO	1990	NA	2024	1985	39	1.9
CN0801100000000	08	011	Bent County, CO	1990	NA	2072	2002	70	3.4
CN0801300000000	08	013	Boulder County, CO	1990	NA	124316	118199	6117	4.9
CN0801400000000	08	014	Broomfield County/city, CO	1990	NA	14229	13705	524	3.7
CN0801500000000	08	015	Chaffee County, CO	1990	NA	5838	5436	402	6.9
CN0801700000000	08	017	Cheyenne County, CO	1990	NA	1177	1162	15	1.3
CN0801900000000	08	019	Clear Creek County, CO	1990	NA	4436	4258	178	4
CN0802100000000	08	021	Conejos County, CO	1990	NA	3120	2747	373	12
