LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0100100000000	01	001	Autauga County, AL	2019	NA	26172	25458	714	2.7
CN0100300000000	01	003	Baldwin County, AL	2019	NA	97328	94675	2653	2.7
CN0100500000000	01	005	Barbour County, AL	2019	NA	8537	8213	324	3.8
CN0100700000000	01	007	Bibb County, AL	2019	NA	8685	8419	266	3.1
CN0100900000000	01	009	Blount County, AL	2019	NA	25331	24655	676	2.7
CN0101100000000	01	011	Bullock County, AL	2019	NA	4818	4643	175	3.6
CN0101300000000	01	013	Butler County, AL	2019	NA	9263	8925	338	3.6
CN0101500000000	01	015	Calhoun County, AL	2019	NA	46209	44574	1635	3.5
CN0101700000000	01	017	Chambers County, AL	2019	NA	15748	15286	462	2.9
CN0101900000000	01	019	Cherokee County, AL	2019	NA	11604	11266	338	2.9
CN0102100000000	01	021	Chilton County, AL	2019	NA	19818	19280	538	2.7
CN0102300000000	01	023	Choctaw County, AL	2019	NA	4670	4452	218	4.7
CN0102500000000	01	025	Clarke County, AL	2019	NA	7557	7121	436	5.8
CN0102700000000	01	027	Clay County, AL	2019	NA	6101	5918	183	3
CN0102900000000	01	029	Cleburne County, AL	2019	NA	5806	5623	183	3.2
CN0103100000000	01	031	Coffee County, AL	2019	NA	21402	20779	623	2.9
CN0103300000000	01	033	Colbert County, AL	2019	NA	23646	22761	885	3.7
CN0103500000000	01	035	Conecuh County, AL	2019	NA	4533	4353	180	4
CN0103700000000	01	037	Coosa County, AL	2019	NA	4549	4414	135	3
CN0103900000000	01	039	Covington County, AL	2019	NA	15653	15119	534	3.4
CN0104100000000	01	041	Crenshaw County, AL	2019	NA	6476	6293	183	2.8
CN0104300000000	01	043	Cullman County, AL	2019	NA	38646	37648	998	2.6
CN0104500000000	01	045	Dale County, AL	2019	NA	20724	20082	642	3.1
CN0104700000000	01	047	Dallas County, AL	2019	NA	14711	13904	807	5.5
CN0104900000000	01	049	DeKalb County, AL	2019	NA	31052	30182	870	2.8
CN0105100000000	01	051	Elmore County, AL	2019	NA	37565	36586	979	2.6
CN0105300000000	01	053	Escambia County, AL	2019	NA	14762	14248	514	3.5
CN0105500000000	01	055	Etowah County, AL	2019	NA	42723	41295	1428	3.3
CN0105700000000	01	057	Fayette County, AL	2019	NA	6579	6372	207	3.1
CN0105900000000	01	059	Franklin County, AL	2019	NA	14696	14291	405	2.8
CN0106100000000	01	061	Geneva County, AL	2019	NA	11045	10725	320	2.9
CN0106300000000	01	063	Greene County, AL	2019	NA	2883	2722	161	5.6
CN0106500000000	01	065	Hale County, AL	2019	NA	6119	5878	241	3.9
CN0106700000000	01	067	Henry County, AL	2019	NA	6944	6697	247	3.6
CN0106900000000	01	069	Houston County, AL	2019	NA	46234	44844	1390	3
CN0107100000000	01	071	Jackson County, AL	2019	NA	23484	22712	772	3.3
CN0107300000000	01	073	Jefferson County, AL	2019	NA	318755	309664	9091	2.9
CN0107500000000	01	075	Lamar County, AL	2019	NA	5849	5670	179	3.1
CN0107700000000	01	077	Lauderdale County, AL	2019	NA	42548	41160	1388	3.3
CN0107900000000	01	079	Lawrence County, AL	2019	NA	14306	13859	447	3.1
CN0108100000000	01	081	Lee County, AL	2019	NA	76580	74500	2080	2.7
CN0108300000000	01	083	Limestone County, AL	2019	NA	43854	42700	1154	2.6
CN0108500000000	01	085	Lowndes County, AL	2019	NA	3587	3383	204	5.7
CN0108700000000	01	087	Macon County, AL	2019	NA	7850	7513	337	4.3
CN0108900000000	01	089	Madison County, AL	2019	NA	185219	180505	4714	2.5
CN0109100000000	01	091	Marengo County, AL	2019	NA	7694	7423	271	3.5
CN0109300000000	01	093	Marion County, AL	2019	NA	12932	12486	446	3.4
CN0109500000000	01	095	Marshall County, AL	2019	NA	44085	42999	1086	2.5
CN0109700000000	01	097	Mobile County, AL	2019	NA	189107	182083	7024	3.7
CN0109900000000	01	099	Monroe County, AL	2019	NA	7329	6973	356	4.9
CN0110100000000	01	101	Montgomery County, AL	2019	NA	105777	102517	3260	3.1
CN0110300000000	01	103	Morgan County, AL	2019	NA	58271	56771	1500	2.6
CN0110500000000	01	105	Perry County, AL	2019	NA	3413	3235	178	5.2
CN0110700000000	01	107	Pickens County, AL	2019	NA	7923	7647	276	3.5
CN0110900000000	01	109	Pike County, AL	2019	NA	15428	14924	504	3.3
CN0111100000000	01	111	Randolph County, AL	2019	NA	9639	9347	292	3
CN0111300000000	01	113	Russell County, AL	2019	NA	23896	23198	698	2.9
CN0111500000000	01	115	St. Clair County, AL	2019	NA	40532	39441	1091	2.7
CN0111700000000	01	117	Shelby County, AL	2019	NA	115939	113414	2525	2.2
CN0111900000000	01	119	Sumter County, AL	2019	NA	4854	4635	219	4.5
CN0112100000000	01	121	Talladega County, AL	2019	NA	35769	34556	1213	3.4
CN0112300000000	01	123	Tallapoosa County, AL	2019	NA	18652	18096	556	3
CN0112500000000	01	125	Tuscaloosa County, AL	2019	NA	104964	102122	2842	2.7
CN0112700000000	01	127	Walker County, AL	2019	NA	25347	24517	830	3.3
CN0112900000000	01	129	Washington County, AL	2019	NA	6800	6487	313	4.6
CN0113100000000	01	131	Wilcox County, AL	2019	NA	2739	2544	195	7.1
CN0113300000000	01	133	Winston County, AL	2019	NA	10041	9705	336	3.3
CN0201300000000	02	013	Aleutians East Borough, AK	2019	NA	2428	2360	68	2.8
CN0201600000000	02	016	Aleutians West Census Area, AK	2019	NA	3606	3477	129	3.6
CN0202000000000	02	020	Anchorage Borough/municipality, AK	2019	NA	146949	139526	7423	5.1
CN0205000000000	02	050	Bethel Census Area, AK	2019	NA	7025	6120	905	12.9
CN0206000000000	02	060	Bristol Bay Borough, AK	2019	NA	441	414	27	6.1
CN0206800000000	02	068	Denali Borough, AK	2019	NA	1038	950	88	8.5
CN0207000000000	02	070	Dillingham Census Area, AK	2019	NA	1938	1781	157	8.1
CN0209000000000	02	090	Fairbanks North Star Borough, AK	2019	NA	44652	42248	2404	5.4
CN0210000000000	02	100	Haines Borough, AK	2019	NA	1111	1012	99	8.9
CN0210500000000	02	105	Hoonah-Angoon Census Area, AK	2019	NA	1160	1028	132	11.4
CN0211000000000	02	110	Juneau Borough/city, AK	2019	NA	16999	16243	756	4.4
CN0212200000000	02	122	Kenai Peninsula Borough, AK	2019	NA	26161	24383	1778	6.8
CN0213000000000	02	130	Ketchikan Gateway Borough, AK	2019	NA	6884	6456	428	6.2
CN0215000000000	02	150	Kodiak Island Borough, AK	2019	NA	5912	5582	330	5.6
CN0215800000000	02	158	Kusilvak Census Area, AK	2019	NA	2682	2164	518	19.3
CN0216400000000	02	164	Lake and Peninsula Borough, AK	2019	NA	708	638	70	9.9
CN0217000000000	02	170	Matanuska-Susitna Borough, AK	2019	NA	46901	43661	3240	6.9
CN0218000000000	02	180	Nome Census Area, AK	2019	NA	4036	3596	440	10.9
CN0218500000000	02	185	North Slope Borough, AK	2019	NA	3485	3261	224	6.4
CN0218800000000	02	188	Northwest Arctic Borough, AK	2019	NA	2934	2523	411	14
CN0219500000000	02	195	Petersburg Borough, AK	2019	NA	1388	1267	121	8.7
CN0219800000000	02	198	Prince of Wales-Hyder Census Area, AK	2019	NA	2851	2562	289	10.1
CN0222000000000	02	220	Sitka Borough/city, AK	2019	NA	4336	4155	181	4.2
CN0223000000000	02	230	Skagway Municipality, AK	2019	NA	822	746	76	9.2
CN0224000000000	02	240	Southeast Fairbanks Census Area, AK	2019	NA	2810	2558	252	9
CN0226100000000	02	261	Valdez-Cordova Census Area, AK	2019	NA	4815	4452	363	7.5
CN0227500000000	02	275	Wrangell Borough/city, AK	2019	NA	1002	925	77	7.7
CN0228200000000	02	282	Yakutat Borough/city, AK	2019	NA	246	227	19	7.7
CN0229000000000	02	290	Yukon-Koyukuk Census Area, AK	2019	NA	2458	2113	345	14
CN0400100000000	04	001	Apache County, AZ	2019	NA	20487	18468	2019	9.9
CN0400300000000	04	003	Cochise County, AZ	2019	NA	50594	47695	2899	5.7
CN0400500000000	04	005	Coconino County, AZ	2019	NA	77507	73206	4301	5.5
CN0400700000000	04	007	Gila County, AZ	2019	NA	21677	20485	1192	5.5
CN0400900000000	04	009	Graham County, AZ	2019	NA	15351	14608	743	4.8
CN0401100000000	04	011	Greenlee County, AZ	2019	NA	4520	4342	178	3.9
CN0401200000000	04	012	La Paz County, AZ	2019	NA	9334	8789	545	5.8
CN0401300000000	04	013	Maricopa County, AZ	2019	NA	2310503	2217656	92847	4
CN0401500000000	04	015	Mohave County, AZ	2019	NA	87792	82815	4977	5.7
CN0401700000000	04	017	Navajo County, AZ	2019	NA	40979	37973	3006	7.3
CN0401900000000	04	019	Pima County, AZ	2019	NA	498695	476620	22075	4.4
CN0402100000000	04	021	Pinal County, AZ	2019	NA	187480	178309	9171	4.9
CN0402300000000	04	023	Santa Cruz County, AZ	2019	NA	19636	17963	1673	8.5
CN0402500000000	04	025	Yavapai County, AZ	2019	NA	106880	102138	4742	4.4
CN0402700000000	04	027	Yuma County, AZ	2019	NA	99824	83437	16387	16.4
CN0500100000000	05	001	Arkansas County, AR	2019	NA	9427	9141	286	3
CN0500300000000	05	003	Ashley County, AR	2019	NA	7751	7333	418	5.4
CN0500500000000	05	005	Baxter County, AR	2019	NA	16296	15646	650	4
CN0500700000000	05	007	Benton County, AR	2019	NA	137211	133610	3601	2.6
CN0500900000000	05	009	Boone County, AR	2019	NA	16036	15525	511	3.2
CN0501100000000	05	011	Bradley County, AR	2019	NA	4483	4298	185	4.1
CN0501300000000	05	013	Calhoun County, AR	2019	NA	2453	2345	108	4.4
CN0501500000000	05	015	Carroll County, AR	2019	NA	12783	12383	400	3.1
CN0501700000000	05	017	Chicot County, AR	2019	NA	3285	3057	228	6.9
CN0501900000000	05	019	Clark County, AR	2019	NA	9691	9323	368	3.8
CN0502100000000	05	021	Clay County, AR	2019	NA	5691	5413	278	4.9
CN0502300000000	05	023	Cleburne County, AR	2019	NA	9226	8808	418	4.5
CN0502500000000	05	025	Cleveland County, AR	2019	NA	3219	3092	127	3.9
CN0502700000000	05	027	Columbia County, AR	2019	NA	9140	8730	410	4.5
CN0502900000000	05	029	Conway County, AR	2019	NA	8285	7926	359	4.3
CN0503100000000	05	031	Craighead County, AR	2019	NA	55652	54097	1555	2.8
CN0503300000000	05	033	Crawford County, AR	2019	NA	26922	26028	894	3.3
CN0503500000000	05	035	Crittenden County, AR	2019	NA	21422	20512	910	4.2
CN0503700000000	05	037	Cross County, AR	2019	NA	7411	7097	314	4.2
CN0503900000000	05	039	Dallas County, AR	2019	NA	2840	2706	134	4.7
CN0504100000000	05	041	Desha County, AR	2019	NA	5402	5161	241	4.5
CN0504300000000	05	043	Drew County, AR	2019	NA	7864	7456	408	5.2
CN0504500000000	05	045	Faulkner County, AR	2019	NA	62431	60556	1875	3
CN0504700000000	05	047	Franklin County, AR	2019	NA	7494	7242	252	3.4
CN0504900000000	05	049	Fulton County, AR	2019	NA	4962	4763	199	4
CN0505100000000	05	051	Garland County, AR	2019	NA	41346	39809	1537	3.7
CN0505300000000	05	053	Grant County, AR	2019	NA	8403	8136	267	3.2
