LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0100100000000	01	001	Autauga County, AL	2017	NA	26075	25062	1013	3.9
CN0100300000000	01	003	Baldwin County, AL	2017	NA	92456	88711	3745	4.1
CN0100500000000	01	005	Barbour County, AL	2017	NA	8349	7863	486	5.8
CN0100700000000	01	007	Bibb County, AL	2017	NA	8583	8208	375	4.4
CN0100900000000	01	009	Blount County, AL	2017	NA	24822	23824	998	4
CN0101100000000	01	011	Bullock County, AL	2017	NA	4852	4614	238	4.9
CN0101300000000	01	013	Butler County, AL	2017	NA	8975	8481	494	5.5
CN0101500000000	01	015	Calhoun County, AL	2017	NA	45950	43679	2271	4.9
CN0101700000000	01	017	Chambers County, AL	2017	NA	15260	14639	621	4.1
CN0101900000000	01	019	Cherokee County, AL	2017	NA	11385	10922	463	4.1
CN0102100000000	01	021	Chilton County, AL	2017	NA	19333	18547	786	4.1
CN0102300000000	01	023	Choctaw County, AL	2017	NA	4424	4145	279	6.3
CN0102500000000	01	025	Clarke County, AL	2017	NA	7765	7107	658	8.5
CN0102700000000	01	027	Clay County, AL	2017	NA	5819	5567	252	4.3
CN0102900000000	01	029	Cleburne County, AL	2017	NA	5747	5489	258	4.5
CN0103100000000	01	031	Coffee County, AL	2017	NA	20969	20049	920	4.4
CN0103300000000	01	033	Colbert County, AL	2017	NA	23343	22130	1213	5.2
CN0103500000000	01	035	Conecuh County, AL	2017	NA	4505	4230	275	6.1
CN0103700000000	01	037	Coosa County, AL	2017	NA	4396	4191	205	4.7
CN0103900000000	01	039	Covington County, AL	2017	NA	15779	14958	821	5.2
CN0104100000000	01	041	Crenshaw County, AL	2017	NA	6429	6138	291	4.5
CN0104300000000	01	043	Cullman County, AL	2017	NA	37976	36556	1420	3.7
CN0104500000000	01	045	Dale County, AL	2017	NA	20014	19120	894	4.5
CN0104700000000	01	047	Dallas County, AL	2017	NA	15084	13956	1128	7.5
CN0104900000000	01	049	DeKalb County, AL	2017	NA	29688	28357	1331	4.5
CN0105100000000	01	051	Elmore County, AL	2017	NA	37366	35990	1376	3.7
CN0105300000000	01	053	Escambia County, AL	2017	NA	14501	13779	722	5
CN0105500000000	01	055	Etowah County, AL	2017	NA	43233	41251	1982	4.6
CN0105700000000	01	057	Fayette County, AL	2017	NA	6579	6269	310	4.7
CN0105900000000	01	059	Franklin County, AL	2017	NA	14029	13430	599	4.3
CN0106100000000	01	061	Geneva County, AL	2017	NA	10826	10356	470	4.3
CN0106300000000	01	063	Greene County, AL	2017	NA	2861	2645	216	7.5
CN0106500000000	01	065	Hale County, AL	2017	NA	5968	5614	354	5.9
CN0106700000000	01	067	Henry County, AL	2017	NA	6739	6411	328	4.9
CN0106900000000	01	069	Houston County, AL	2017	NA	44882	42923	1959	4.4
CN0107100000000	01	071	Jackson County, AL	2017	NA	23198	22088	1110	4.8
CN0107300000000	01	073	Jefferson County, AL	2017	NA	311481	298227	13254	4.3
CN0107500000000	01	075	Lamar County, AL	2017	NA	5764	5523	241	4.2
CN0107700000000	01	077	Lauderdale County, AL	2017	NA	42218	40261	1957	4.6
CN0107900000000	01	079	Lawrence County, AL	2017	NA	13690	13015	675	4.9
CN0108100000000	01	081	Lee County, AL	2017	NA	73762	70836	2926	4
CN0108300000000	01	083	Limestone County, AL	2017	NA	41691	40016	1675	4
CN0108500000000	01	085	Lowndes County, AL	2017	NA	3672	3371	301	8.2
CN0108700000000	01	087	Macon County, AL	2017	NA	7916	7460	456	5.8
CN0108900000000	01	089	Madison County, AL	2017	NA	176562	169711	6851	3.9
CN0109100000000	01	091	Marengo County, AL	2017	NA	7724	7291	433	5.6
CN0109300000000	01	093	Marion County, AL	2017	NA	12567	11964	603	4.8
CN0109500000000	01	095	Marshall County, AL	2017	NA	42240	40616	1624	3.8
CN0109700000000	01	097	Mobile County, AL	2017	NA	187560	177819	9741	5.2
CN0109900000000	01	099	Monroe County, AL	2017	NA	7243	6756	487	6.7
CN0110100000000	01	101	Montgomery County, AL	2017	NA	106155	101555	4600	4.3
CN0110300000000	01	103	Morgan County, AL	2017	NA	55252	52986	2266	4.1
CN0110500000000	01	105	Perry County, AL	2017	NA	3449	3181	268	7.8
CN0110700000000	01	107	Pickens County, AL	2017	NA	7748	7333	415	5.4
CN0110900000000	01	109	Pike County, AL	2017	NA	15351	14606	745	4.9
CN0111100000000	01	111	Randolph County, AL	2017	NA	9521	9104	417	4.4
CN0111300000000	01	113	Russell County, AL	2017	NA	23481	22468	1013	4.3
CN0111500000000	01	115	St. Clair County, AL	2017	NA	39341	37780	1561	4
CN0111700000000	01	117	Shelby County, AL	2017	NA	111770	108172	3598	3.2
CN0111900000000	01	119	Sumter County, AL	2017	NA	4986	4659	327	6.6
CN0112100000000	01	121	Talladega County, AL	2017	NA	34780	33040	1740	5
CN0112300000000	01	123	Tallapoosa County, AL	2017	NA	18273	17505	768	4.2
CN0112500000000	01	125	Tuscaloosa County, AL	2017	NA	100259	96091	4168	4.2
CN0112700000000	01	127	Walker County, AL	2017	NA	24996	23738	1258	5
CN0112900000000	01	129	Washington County, AL	2017	NA	6717	6263	454	6.8
CN0113100000000	01	131	Wilcox County, AL	2017	NA	2812	2491	321	11.4
CN0113300000000	01	133	Winston County, AL	2017	NA	9730	9241	489	5
CN0201300000000	02	013	Aleutians East Borough, AK	2017	NA	2529	2466	63	2.5
CN0201600000000	02	016	Aleutians West Census Area, AK	2017	NA	3724	3587	137	3.7
CN0202000000000	02	020	Anchorage Borough/municipality, AK	2017	NA	153108	144255	8853	5.8
CN0205000000000	02	050	Bethel Census Area, AK	2017	NA	7326	6343	983	13.4
CN0206000000000	02	060	Bristol Bay Borough, AK	2017	NA	419	393	26	6.2
CN0206800000000	02	068	Denali Borough, AK	2017	NA	1144	1042	102	8.9
CN0207000000000	02	070	Dillingham Census Area, AK	2017	NA	2045	1863	182	8.9
CN0209000000000	02	090	Fairbanks North Star Borough, AK	2017	NA	46234	43429	2805	6.1
CN0210000000000	02	100	Haines Borough, AK	2017	NA	1077	982	95	8.8
CN0210500000000	02	105	Hoonah-Angoon Census Area, AK	2017	NA	1136	998	138	12.1
CN0211000000000	02	110	Juneau Borough/city, AK	2017	NA	17208	16417	791	4.6
CN0212200000000	02	122	Kenai Peninsula Borough, AK	2017	NA	26749	24551	2198	8.2
CN0213000000000	02	130	Ketchikan Gateway Borough, AK	2017	NA	7066	6634	432	6.1
CN0215000000000	02	150	Kodiak Island Borough, AK	2017	NA	6292	5977	315	5
CN0215800000000	02	158	Kusilvak Census Area, AK	2017	NA	2746	2209	537	19.6
CN0216400000000	02	164	Lake and Peninsula Borough, AK	2017	NA	716	632	84	11.7
CN0217000000000	02	170	Matanuska-Susitna Borough, AK	2017	NA	48126	44174	3952	8.2
CN0218000000000	02	180	Nome Census Area, AK	2017	NA	4089	3597	492	12
CN0218500000000	02	185	North Slope Borough, AK	2017	NA	3585	3321	264	7.4
CN0218800000000	02	188	Northwest Arctic Borough, AK	2017	NA	2951	2476	475	16.1
CN0219500000000	02	195	Petersburg Borough, AK	2017	NA	1411	1283	128	9.1
CN0219800000000	02	198	Prince of Wales-Hyder Census Area, AK	2017	NA	2840	2527	313	11
CN0222000000000	02	220	Sitka Borough/city, AK	2017	NA	4426	4227	199	4.5
CN0223000000000	02	230	Skagway Municipality, AK	2017	NA	826	742	84	10.2
