LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0100100000000	01	001	Autauga County, AL	1996	NA	20214	19422	792	3.9
CN0100300000000	01	003	Baldwin County, AL	1996	NA	63829	60981	2848	4.5
CN0100500000000	01	005	Barbour County, AL	1996	NA	12488	11291	1197	9.6
CN0100700000000	01	007	Bibb County, AL	1996	NA	7870	7307	563	7.2
CN0100900000000	01	009	Blount County, AL	1996	NA	21631	20918	713	3.3
CN0101100000000	01	011	Bullock County, AL	1996	NA	4552	3883	669	14.7
CN0101300000000	01	013	Butler County, AL	1996	NA	9950	9031	919	9.2
CN0101500000000	01	015	Calhoun County, AL	1996	NA	52807	49495	3312	6.3
CN0101700000000	01	017	Chambers County, AL	1996	NA	16802	15932	870	5.2
CN0101900000000	01	019	Cherokee County, AL	1996	NA	10486	10023	463	4.4
CN0102100000000	01	021	Chilton County, AL	1996	NA	17612	16753	859	4.9
CN0102300000000	01	023	Choctaw County, AL	1996	NA	6292	5410	882	14
CN0102500000000	01	025	Clarke County, AL	1996	NA	14712	13399	1313	8.9
CN0102700000000	01	027	Clay County, AL	1996	NA	6600	6274	326	4.9
CN0102900000000	01	029	Cleburne County, AL	1996	NA	7095	6780	315	4.4
CN0103100000000	01	031	Coffee County, AL	1996	NA	21460	20376	1084	5.1
CN0103300000000	01	033	Colbert County, AL	1996	NA	26855	24987	1868	7
CN0103500000000	01	035	Conecuh County, AL	1996	NA	6924	6061	863	12.5
CN0103700000000	01	037	Coosa County, AL	1996	NA	5315	5057	258	4.9
CN0103900000000	01	039	Covington County, AL	1996	NA	17591	16178	1413	8
CN0104100000000	01	041	Crenshaw County, AL	1996	NA	6036	5485	551	9.1
CN0104300000000	01	043	Cullman County, AL	1996	NA	37459	35674	1785	4.8
CN0104500000000	01	045	Dale County, AL	1996	NA	20955	19841	1114	5.3
CN0104700000000	01	047	Dallas County, AL	1996	NA	20175	17658	2517	12.5
CN0104900000000	01	049	DeKalb County, AL	1996	NA	31589	29751	1838	5.8
CN0105100000000	01	051	Elmore County, AL	1996	NA	27312	26259	1053	3.9
CN0105300000000	01	053	Escambia County, AL	1996	NA	16323	15309	1014	6.2
CN0105500000000	01	055	Etowah County, AL	1996	NA	48747	46109	2638	5.4
CN0105700000000	01	057	Fayette County, AL	1996	NA	8486	8126	360	4.2
CN0105900000000	01	059	Franklin County, AL	1996	NA	16505	15298	1207	7.3
CN0106100000000	01	061	Geneva County, AL	1996	NA	11885	10873	1012	8.5
CN0106300000000	01	063	Greene County, AL	1996	NA	3579	2929	650	18.2
CN0106500000000	01	065	Hale County, AL	1996	NA	7136	6549	587	8.2
CN0106700000000	01	067	Henry County, AL	1996	NA	6440	6004	436	6.8
CN0106900000000	01	069	Houston County, AL	1996	NA	43361	41529	1832	4.2
CN0107100000000	01	071	Jackson County, AL	1996	NA	25922	23463	2459	9.5
CN0107300000000	01	073	Jefferson County, AL	1996	NA	326349	314785	11564	3.5
CN0107500000000	01	075	Lamar County, AL	1996	NA	7901	7366	535	6.8
CN0107700000000	01	077	Lauderdale County, AL	1996	NA	43196	40631	2565	5.9
CN0107900000000	01	079	Lawrence County, AL	1996	NA	15772	14726	1046	6.6
CN0108100000000	01	081	Lee County, AL	1996	NA	47494	45941	1553	3.3
CN0108300000000	01	083	Limestone County, AL	1996	NA	27403	26125	1278	4.7
CN0108500000000	01	085	Lowndes County, AL	1996	NA	4296	3663	633	14.7
CN0108700000000	01	087	Macon County, AL	1996	NA	8206	7562	644	7.8
CN0108900000000	01	089	Madison County, AL	1996	NA	135540	131058	4482	3.3
CN0109100000000	01	091	Marengo County, AL	1996	NA	11134	10084	1050	9.4
CN0109300000000	01	093	Marion County, AL	1996	NA	15852	14668	1184	7.5
CN0109500000000	01	095	Marshall County, AL	1996	NA	39540	37215	2325	5.9
CN0109700000000	01	097	Mobile County, AL	1996	NA	193284	182454	10830	5.6
CN0109900000000	01	099	Monroe County, AL	1996	NA	10625	9018	1607	15.1
CN0110100000000	01	101	Montgomery County, AL	1996	NA	107670	103100	4570	4.2
CN0110300000000	01	103	Morgan County, AL	1996	NA	53682	51107	2575	4.8
CN0110500000000	01	105	Perry County, AL	1996	NA	4501	3929	572	12.7
CN0110700000000	01	107	Pickens County, AL	1996	NA	8877	8041	836	9.4
CN0110900000000	01	109	Pike County, AL	1996	NA	13507	12609	898	6.6
CN0111100000000	01	111	Randolph County, AL	1996	NA	9640	9064	576	6
CN0111300000000	01	113	Russell County, AL	1996	NA	25020	23855	1165	4.7
CN0111500000000	01	115	St. Clair County, AL	1996	NA	28507	27571	936	3.3
CN0111700000000	01	117	Shelby County, AL	1996	NA	71758	70350	1408	2
CN0111900000000	01	119	Sumter County, AL	1996	NA	6206	5424	782	12.6
CN0112100000000	01	121	Talladega County, AL	1996	NA	35673	32826	2847	8
CN0112300000000	01	123	Tallapoosa County, AL	1996	NA	20479	19274	1205	5.9
CN0112500000000	01	125	Tuscaloosa County, AL	1996	NA	77962	75139	2823	3.6
CN0112700000000	01	127	Walker County, AL	1996	NA	30303	28321	1982	6.5
CN0112900000000	01	129	Washington County, AL	1996	NA	6183	5479	704	11.4
CN0113100000000	01	131	Wilcox County, AL	1996	NA	3876	3326	550	14.2
CN0113300000000	01	133	Winston County, AL	1996	NA	13038	12211	827	6.3
CN0201300000000	02	013	Aleutians East Borough, AK	1996	NA	1608	1540	68	4.2
CN0201600000000	02	016	Aleutians West Census Area, AK	1996	NA	2327	2235	92	4
CN0202000000000	02	020	Anchorage Borough/municipality, AK	1996	NA	135338	128139	7199	5.3
CN0205000000000	02	050	Bethel Census Area, AK	1996	NA	5942	5387	555	9.3
CN0206000000000	02	060	Bristol Bay Borough, AK	1996	NA	586	544	42	7.2
CN0206800000000	02	068	Denali Borough, AK	1996	NA	1211	1105	106	8.8
CN0207000000000	02	070	Dillingham Census Area, AK	1996	NA	1706	1575	131	7.7
CN0209000000000	02	090	Fairbanks North Star Borough, AK	1996	NA	42788	39606	3182	7.4
CN0210000000000	02	100	Haines Borough, AK	1996	NA	1180	1047	133	11.3
CN0211000000000	02	110	Juneau Borough/city, AK	1996	NA	17087	16065	1022	6
CN0212200000000	02	122	Kenai Peninsula Borough, AK	1996	NA	22226	19206	3020	13.6
CN0213000000000	02	130	Ketchikan Gateway Borough, AK	1996	NA	7924	7256	668	8.4
CN0215000000000	02	150	Kodiak Island Borough, AK	1996	NA	7452	6764	688	9.2
CN0215800000000	02	158	Kusilvak Census Area, AK	1996	NA	1935	1732	203	10.5
CN0216400000000	02	164	Lake and Peninsula Borough, AK	1996	NA	589	543	46	7.8
CN0217000000000	02	170	Matanuska-Susitna Borough, AK	1996	NA	26802	23982	2820	10.5
CN0218000000000	02	180	Nome Census Area, AK	1996	NA	3415	2984	431	12.6
CN0218500000000	02	185	North Slope Borough, AK	1996	NA	3243	3090	153	4.7
CN0218800000000	02	188	Northwest Arctic Borough, AK	1996	NA	2261	1855	406	18
CN0220100000000	02	201	Prince of Wales-Outer Ketchikan Census Area, AK	1996	NA	3429	2982	447	13
CN0222000000000	02	220	Sitka Borough/city, AK	1996	NA	4523	4227	296	6.5
CN0223200000000	02	232	Skagway-Hoonah-Angoon Census Area, AK	1996	NA	2262	2126	136	6
CN0224000000000	02	240	Southeast Fairbanks Census Area, AK	1996	NA	2507	2174	333	13.3
CN0226100000000	02	261	Valdez-Cordova Census Area, AK	1996	NA	5331	4760	571	10.7
CN0228000000000	02	280	Wrangell-Petersburg Census Area, AK	1996	NA	3706	3314	392	10.6
CN0228200000000	02	282	Yakutat Borough/city, AK	1996	NA	321	302	19	5.9
CN0229000000000	02	290	Yukon-Koyukuk Census Area, AK	1996	NA	2078	1716	362	17.4
CN0400100000000	04	001	Apache County, AZ	1996	NA	20627	16533	4094	19.8
CN0400300000000	04	003	Cochise County, AZ	1996	NA	43706	39388	4318	9.9
CN0400500000000	04	005	Coconino County, AZ	1996	NA	59159	53943	5216	8.8
CN0400700000000	04	007	Gila County, AZ	1996	NA	19319	17636	1683	8.7
CN0400900000000	04	009	Graham County, AZ	1996	NA	11423	10267	1156	10.1
CN0401100000000	04	011	Greenlee County, AZ	1996	NA	4947	4552	395	8
CN0401200000000	04	012	La Paz County, AZ	1996	NA	7011	6204	807	11.5
