LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0100100000000	01	001	Autauga County, AL	2013	NA	25810	24205	1605	6.2
CN0100300000000	01	003	Baldwin County, AL	2013	NA	85280	79626	5654	6.6
CN0100500000000	01	005	Barbour County, AL	2013	NA	9099	8168	931	10.2
CN0100700000000	01	007	Bibb County, AL	2013	NA	8705	8016	689	7.9
CN0100900000000	01	009	Blount County, AL	2013	NA	24887	23325	1562	6.3
CN0101100000000	01	011	Bullock County, AL	2013	NA	4778	4331	447	9.4
CN0101300000000	01	013	Butler County, AL	2013	NA	9147	8206	941	10.3
CN0101500000000	01	015	Calhoun County, AL	2013	NA	48405	44163	4242	8.8
CN0101700000000	01	017	Chambers County, AL	2013	NA	15275	14058	1217	8
CN0101900000000	01	019	Cherokee County, AL	2013	NA	11403	10649	754	6.6
CN0102100000000	01	021	Chilton County, AL	2013	NA	19359	18090	1269	6.6
CN0102300000000	01	023	Choctaw County, AL	2013	NA	4703	4270	433	9.2
CN0102500000000	01	025	Clarke County, AL	2013	NA	8285	7145	1140	13.8
CN0102700000000	01	027	Clay County, AL	2013	NA	5393	4943	450	8.3
CN0102900000000	01	029	Cleburne County, AL	2013	NA	5830	5383	447	7.7
CN0103100000000	01	031	Coffee County, AL	2013	NA	20516	19105	1411	6.9
CN0103300000000	01	033	Colbert County, AL	2013	NA	23896	21937	1959	8.2
CN0103500000000	01	035	Conecuh County, AL	2013	NA	4695	4191	504	10.7
CN0103700000000	01	037	Coosa County, AL	2013	NA	4452	4044	408	9.2
CN0103900000000	01	039	Covington County, AL	2013	NA	16066	14768	1298	8.1
CN0104100000000	01	041	Crenshaw County, AL	2013	NA	6311	5828	483	7.7
CN0104300000000	01	043	Cullman County, AL	2013	NA	35783	33402	2381	6.7
CN0104500000000	01	045	Dale County, AL	2013	NA	20750	19220	1530	7.4
CN0104700000000	01	047	Dallas County, AL	2013	NA	16293	14301	1992	12.2
CN0104900000000	01	049	DeKalb County, AL	2013	NA	29033	26823	2210	7.6
CN0105100000000	01	051	Elmore County, AL	2013	NA	36930	34658	2272	6.2
CN0105300000000	01	053	Escambia County, AL	2013	NA	14292	13065	1227	8.6
CN0105500000000	01	055	Etowah County, AL	2013	NA	43862	40538	3324	7.6
CN0105700000000	01	057	Fayette County, AL	2013	NA	6406	5875	531	8.3
CN0105900000000	01	059	Franklin County, AL	2013	NA	13678	12578	1100	8
CN0106100000000	01	061	Geneva County, AL	2013	NA	11044	10276	768	7
CN0106300000000	01	063	Greene County, AL	2013	NA	2997	2614	383	12.8
CN0106500000000	01	065	Hale County, AL	2013	NA	6208	5486	722	11.6
CN0106700000000	01	067	Henry County, AL	2013	NA	6954	6421	533	7.7
CN0106900000000	01	069	Houston County, AL	2013	NA	45711	42553	3158	6.9
CN0107100000000	01	071	Jackson County, AL	2013	NA	23687	21822	1865	7.9
CN0107300000000	01	073	Jefferson County, AL	2013	NA	315405	294426	20979	6.7
CN0107500000000	01	075	Lamar County, AL	2013	NA	5802	5394	408	7
CN0107700000000	01	077	Lauderdale County, AL	2013	NA	43150	40083	3067	7.1
CN0107900000000	01	079	Lawrence County, AL	2013	NA	14282	13093	1189	8.3
CN0108100000000	01	081	Lee County, AL	2013	NA	70523	66379	4144	5.9
CN0108300000000	01	083	Limestone County, AL	2013	NA	39435	36969	2466	6.3
CN0108500000000	01	085	Lowndes County, AL	2013	NA	4009	3443	566	14.1
CN0108700000000	01	087	Macon County, AL	2013	NA	8414	7603	811	9.6
CN0108900000000	01	089	Madison County, AL	2013	NA	171363	160551	10812	6.3
CN0109100000000	01	091	Marengo County, AL	2013	NA	7634	6955	679	8.9
CN0109300000000	01	093	Marion County, AL	2013	NA	12487	11499	988	7.9
CN0109500000000	01	095	Marshall County, AL	2013	NA	40614	37841	2773	6.8
CN0109700000000	01	097	Mobile County, AL	2013	NA	187046	171088	15958	8.5
CN0109900000000	01	099	Monroe County, AL	2013	NA	7766	6843	923	11.9
CN0110100000000	01	101	Montgomery County, AL	2013	NA	106360	98613	7747	7.3
CN0110300000000	01	103	Morgan County, AL	2013	NA	57001	53090	3911	6.9
CN0110500000000	01	105	Perry County, AL	2013	NA	3566	3083	483	13.5
CN0110700000000	01	107	Pickens County, AL	2013	NA	7420	6727	693	9.3
CN0110900000000	01	109	Pike County, AL	2013	NA	14924	13785	1139	7.6
CN0111100000000	01	111	Randolph County, AL	2013	NA	9212	8498	714	7.8
CN0111300000000	01	113	Russell County, AL	2013	NA	25018	23208	1810	7.2
CN0111500000000	01	115	St. Clair County, AL	2013	NA	38835	36455	2380	6.1
